"subclass_id";"subclass_name";"class_id";"class_name";"group";"group_color";"workers";"workers_risk";"workers_risk_percentage";"score"
"2442-3/00";"Metalurgia dos metais preciosos";"24.42-3";"Metalurgia dos metais preciosos";"Indústrias de Transformação";"#314b6b";"804";"82";"10.199004975124378";"46.561359867330005"
"2443-1/00";"Metalurgia do cobre";"24.43-1";"Metalurgia do cobre";"Indústrias de Transformação";"#314b6b";"5089";"255";"5.01080762428768";"45.71205868867492"
"2449-1/01";"Produção de zinco em formas primárias";"24.49-1";"Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente";"Indústrias de Transformação";"#314b6b";"1491";"38";"2.5486250838363516";"46.33176838810641"
"2449-1/02";"Produção de laminados de zinco";"24.49-1";"Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente";"Indústrias de Transformação";"#314b6b";"54";"8";"14.814814814814813";"45.84567901234568"
"2449-1/03";"Fabricação de ânodos para galvanoplastia";"24.49-1";"Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente";"Indústrias de Transformação";"#314b6b";"160";"24";"15";"47.19791666666667"
"2449-1/99";"Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente";"24.49-1";"Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente";"Indústrias de Transformação";"#314b6b";"11070";"1110";"10.02710027100271";"46.15462210177658"
"2451-2/00";"Fundição de ferro e aço";"24.51-2";"Fundição de ferro e aço";"Indústrias de Transformação";"#314b6b";"44334";"2235";"5.041277574773312";"45.07350265409541"
"2452-1/00";"Fundição de metais não ferrosos e suas ligas";"24.52-1";"Fundição de metais não-ferrosos e suas ligas";"Indústrias de Transformação";"#314b6b";"12934";"861";"6.656873357043451";"44.38732539559814"
"2511-0/00";"Fabricação de estruturas metálicas";"25.11-0";"Fabricação de estruturas metálicas";"Indústrias de Transformação";"#314b6b";"44078";"9466";"21.475566042016425";"47.68061164299648"
"2512-8/00";"Fabricação de esquadrias de metal";"25.12-8";"Fabricação de esquadrias de metal";"Indústrias de Transformação";"#314b6b";"49192";"10488";"21.32053992519109";"46.53102808044669"
"2513-6/00";"Fabricação de obras de caldeiraria pesada";"25.13-6";"Fabricação de obras de caldeiraria pesada";"Indústrias de Transformação";"#314b6b";"12322";"1430";"11.605258886544393";"47.78810258074985"
"2521-7/00";"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central";"25.21-7";"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central";"Indústrias de Transformação";"#314b6b";"6453";"819";"12.691771269177126";"45.54615424350437"
"2522-5/00";"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos";"25.22-5";"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos";"Indústrias de Transformação";"#314b6b";"2882";"381";"13.21998612074948";"46.047305112190614"
"2531-4/01";"Produção de forjados de aço";"25.31-4";"Produção de forjados de aço e de metais não-ferrosos e suas ligas";"Indústrias de Transformação";"#314b6b";"3542";"264";"7.453416149068323";"45.296536796536806"
"2531-4/02";"Produção de forjados de metais não ferrosos e suas ligas";"25.31-4";"Produção de forjados de aço e de metais não-ferrosos e suas ligas";"Indústrias de Transformação";"#314b6b";"1250";"99";"7.920000000000001";"45.56240000000001"
"2532-2/01";"Produção de artefatos estampados de metal";"25.32-2";"Produção de artefatos estampados de metal";"Indústrias de Transformação";"#314b6b";"23906";"2664";"11.143645946624279";"45.676441060821546"
"2532-2/02";"Metalurgia do pó";"25.32-2";"Produção de artefatos estampados de metal";"Indústrias de Transformação";"#314b6b";"1329";"72";"5.417607223476298";"45.93980436418364"
"2539-0/01";"Serviços de usinagem, torneiria e solda";"25.39-0";"Serviços de usinagem, solda, tratamento e revestimento em metais";"Indústrias de Transformação";"#314b6b";"33990";"3679";"10.823771697558106";"45.56273413749134"
"2539-0/02";"Serviços de tratamento e revestimento em metais";"25.39-0";"Serviços de usinagem, solda, tratamento e revestimento em metais";"Indústrias de Transformação";"#314b6b";"8571";"784";"9.14712402286781";"47.585734842297654"
"2541-1/00";"Fabricação de artigos de cutelaria";"25.41-1";"Fabricação de artigos de cutelaria";"Indústrias de Transformação";"#314b6b";"8004";"388";"4.847576211894053";"46.033691487589515"
"2542-0/00";"Fabricação de artigos de serralheria, exceto esquadrias";"25.42-0";"Fabricação de artigos de serralheria, exceto esquadrias";"Indústrias de Transformação";"#314b6b";"30441";"4038";"13.265004434808317";"44.91495023159558"
"2543-8/00";"Fabricação de ferramentas";"25.43-8";"Fabricação de ferramentas";"Indústrias de Transformação";"#314b6b";"20970";"2065";"9.847401049117789";"44.89783818152924"
"2550-1/01";"Fabricação de equipamento bélico pesado, exceto veículos militares de combate";"25.50-1";"Fabricação de equipamento bélico pesado, armas de fogo e munições";"Indústrias de Transformação";"#314b6b";"2446";"191";"7.808667211774326";"46.945352957209046"
"2550-1/02";"Fabricação de armas de fogo, outras armas e munições";"25.50-1";"Fabricação de equipamento bélico pesado, armas de fogo e munições";"Indústrias de Transformação";"#314b6b";"5085";"245";"4.818092428711897";"47.888167813831544"
