region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
"Mato Grosso do Sul",2021-04-06,-15,21,-21,-28,3,6
"Mato Grosso do Sul",2021-04-07,-17,25,-19,-27,5,7
"Mato Grosso do Sul",2021-04-08,-13,28,-21,-27,5,6
"Mato Grosso do Sul",2021-04-09,-13,32,-17,-26,6,6
"Mato Grosso do Sul",2021-04-10,-15,30,-18,-30,4,6
"Mato Grosso do Sul",2021-04-11,-30,20,-29,-41,0,9
"Mato Grosso do Sul",2021-04-12,-18,20,-26,-29,5,7
"Mato Grosso do Sul",2021-04-13,-16,21,-20,-29,4,6
"Mato Grosso do Sul",2021-04-14,-20,20,-22,-28,6,7
"Minas Gerais",2020-02-15,7,5,11,10,8,0
"Minas Gerais",2020-02-16,3,5,2,3,1,2
"Minas Gerais",2020-02-17,0,0,1,8,19,-1
"Minas Gerais",2020-02-18,1,0,2,9,17,-1
"Minas Gerais",2020-02-19,3,0,5,10,16,-1
"Minas Gerais",2020-02-20,11,10,12,16,19,-2
"Minas Gerais",2020-02-21,8,14,19,23,17,-2
"Minas Gerais",2020-02-22,2,10,70,25,-4,-1
"Minas Gerais",2020-02-23,13,14,91,19,-2,0
"Minas Gerais",2020-02-24,-21,-10,71,-21,-52,9
"Minas Gerais",2020-02-25,-28,-29,61,-21,-62,8
"Minas Gerais",2020-02-26,-18,-11,-14,-11,-22,6
"Minas Gerais",2020-02-27,-4,2,-9,5,13,1
"Minas Gerais",2020-02-28,-6,3,-16,2,14,2
"Minas Gerais",2020-02-29,-5,4,-16,-4,5,4
"Minas Gerais",2020-03-01,-11,5,-26,-6,-1,5
"Minas Gerais",2020-03-02,-7,1,-12,3,16,1
"Minas Gerais",2020-03-03,-4,1,-11,4,16,0
"Minas Gerais",2020-03-04,0,3,-5,6,16,0
"Minas Gerais",2020-03-05,4,6,-1,9,19,0
"Minas Gerais",2020-03-06,8,13,-1,14,21,-2
"Minas Gerais",2020-03-07,9,14,-2,8,8,1
"Minas Gerais",2020-03-08,11,15,0,4,5,2
"Minas Gerais",2020-03-09,3,6,3,11,22,-1
"Minas Gerais",2020-03-10,3,6,1,11,18,-2
"Minas Gerais",2020-03-11,4,5,1,11,17,-1
"Minas Gerais",2020-03-12,5,7,2,11,19,-1
"Minas Gerais",2020-03-13,7,11,3,16,21,-2
"Minas Gerais",2020-03-14,3,9,5,6,8,1
"Minas Gerais",2020-03-15,0,12,4,2,4,1
"Minas Gerais",2020-03-16,-4,9,-5,4,18,0
"Minas Gerais",2020-03-17,-13,10,-15,-4,9,2
"Minas Gerais",2020-03-18,-19,10,-19,-13,-3,6
"Minas Gerais",2020-03-19,-25,12,-25,-20,-9,9
"Minas Gerais",2020-03-20,-37,7,-34,-29,-16,11
"Minas Gerais",2020-03-21,-60,-14,-49,-46,-28,15
"Minas Gerais",2020-03-22,-70,-32,-59,-57,-34,16
"Minas Gerais",2020-03-23,-61,-26,-48,-53,-38,19
"Minas Gerais",2020-03-24,-65,-31,-50,-56,-46,20
"Minas Gerais",2020-03-25,-64,-31,-47,-56,-47,21
"Minas Gerais",2020-03-26,-62,-27,-44,-56,-45,21
"Minas Gerais",2020-03-27,-61,-22,-44,-54,-43,21
"Minas Gerais",2020-03-28,-66,-24,-44,-54,-38,17
"Minas Gerais",2020-03-29,-66,-29,-46,-57,-30,15
"Minas Gerais",2020-03-30,-56,-26,-41,-52,-38,18
"Minas Gerais",2020-03-31,-54,-19,-40,-50,-40,17
"Minas Gerais",2020-04-01,-54,-19,-40,-50,-40,18
"Minas Gerais",2020-04-02,-52,-15,-38,-49,-38,18
"Minas Gerais",2020-04-03,-54,-11,-39,-48,-36,18
"Minas Gerais",2020-04-04,-58,-10,-38,-47,-31,15
"Minas Gerais",2020-04-05,-62,-19,-41,-52,-27,13
"Minas Gerais",2020-04-06,-48,-12,-33,-45,-33,16
"Minas Gerais",2020-04-07,-46,-7,-33,-44,-35,15
"Minas Gerais",2020-04-08,-46,-6,-33,-44,-35,16
"Minas Gerais",2020-04-09,-40,16,-28,-40,-36,14
"Minas Gerais",2020-04-10,-75,-46,-46,-66,-73,27
"Minas Gerais",2020-04-11,-54,2,-33,-44,-32,14
"Minas Gerais",2020-04-12,-61,-17,-42,-50,-22,10
"Minas Gerais",2020-04-13,-46,-14,-32,-44,-30,15
"Minas Gerais",2020-04-14,-49,-16,-37,-46,-33,16
"Minas Gerais",2020-04-15,-49,-14,-36,-45,-33,16
"Minas Gerais",2020-04-16,-50,-5,-32,-40,-31,17
"Minas Gerais",2020-04-17,-51,-2,-32,-37,-29,17
"Minas Gerais",2020-04-18,-59,-9,-35,-42,-24,13
"Minas Gerais",2020-04-19,-64,-16,-39,-51,-22,12
"Minas Gerais",2020-04-20,-49,-4,-24,-42,-35,15
"Minas Gerais",2020-04-21,-71,-37,-37,-61,-65,21
"Minas Gerais",2020-04-22,-50,-10,-30,-40,-29,14
"Minas Gerais",2020-04-23,-50,-10,-30,-40,-28,16
"Minas Gerais",2020-04-24,-51,-6,-32,-39,-25,15
"Minas Gerais",2020-04-25,-57,-8,-31,-40,-21,13
"Minas Gerais",2020-04-26,-61,-15,-35,-47,-18,11
"Minas Gerais",2020-04-27,-49,-14,-28,-39,-24,15
"Minas Gerais",2020-04-28,-48,-10,-28,-38,-26,11
"Minas Gerais",2020-04-29,-47,-10,-28,-38,-27,14
"Minas Gerais",2020-04-30,-39,11,-21,-34,-23,12
"Minas Gerais",2020-05-01,-68,-30,-32,-58,-63,22
"Minas Gerais",2020-05-02,-54,-2,-24,-42,-23,12
"Minas Gerais",2020-05-03,-60,-14,-32,-47,-16,9
"Minas Gerais",2020-05-04,-43,-5,-25,-38,-21,13
"Minas Gerais",2020-05-05,-43,-2,-26,-37,-23,13
"Minas Gerais",2020-05-06,-41,1,-24,-35,-23,14
"Minas Gerais",2020-05-07,-39,7,-27,-35,-22,14
"Minas Gerais",2020-05-08,-36,18,-23,-29,-18,13
"Minas Gerais",2020-05-09,-41,19,-24,-29,-12,10
"Minas Gerais",2020-05-10,-53,8,-36,-37,3,7
"Minas Gerais",2020-05-11,-39,-1,-24,-35,-19,13
"Minas Gerais",2020-05-12,-41,-1,-26,-35,-21,13
"Minas Gerais",2020-05-13,-42,-6,-27,-36,-22,14
"Minas Gerais",2020-05-14,-42,-4,-28,-38,-21,13
"Minas Gerais",2020-05-15,-42,5,-30,-34,-19,14
"Minas Gerais",2020-05-16,-51,-1,-36,-39,-15,13
"Minas Gerais",2020-05-17,-57,-9,-36,-45,-10,11
"Minas Gerais",2020-05-18,-41,-6,-26,-37,-17,13
"Minas Gerais",2020-05-19,-42,-6,-29,-37,-20,13
"Minas Gerais",2020-05-20,-40,-1,-26,-35,-20,14
"Minas Gerais",2020-05-21,-38,2,-24,-35,-19,14
"Minas Gerais",2020-05-22,-40,7,-26,-33,-17,13
"Minas Gerais",2020-05-23,-49,1,-31,-36,-12,11
"Minas Gerais",2020-05-24,-62,-15,-48,-51,-13,12
"Minas Gerais",2020-05-25,-38,-3,-27,-35,-17,14
"Minas Gerais",2020-05-26,-39,-3,-28,-34,-18,13
"Minas Gerais",2020-05-27,-38,-1,-25,-34,-18,13
"Minas Gerais",2020-05-28,-36,3,-25,-33,-16,14
"Minas Gerais",2020-05-29,-35,12,-24,-29,-13,13
"Minas Gerais",2020-05-30,-43,9,-25,-31,-6,10
"Minas Gerais",2020-05-31,-53,-2,-32,-41,-4,10
"Minas Gerais",2020-06-01,-35,3,-22,-31,-14,13
"Minas Gerais",2020-06-02,-37,3,-24,-31,-16,12
"Minas Gerais",2020-06-03,-35,3,-22,-30,-15,13
"Minas Gerais",2020-06-04,-34,8,-21,-29,-14,13
"Minas Gerais",2020-06-05,-31,20,-19,-24,-12,12
"Minas Gerais",2020-06-06,-41,15,-21,-26,-5,10
"Minas Gerais",2020-06-07,-52,2,-31,-38,-3,10
"Minas Gerais",2020-06-08,-31,7,-19,-28,-11,12
"Minas Gerais",2020-06-09,-32,6,-22,-28,-14,11
"Minas Gerais",2020-06-10,-25,17,-14,-22,-13,10
"Minas Gerais",2020-06-11,-55,-15,-24,-51,-54,20
"Minas Gerais",2020-06-12,-27,26,-14,-29,-23,13
"Minas Gerais",2020-06-13,-45,4,-16,-32,-9,10
"Minas Gerais",2020-06-14,-50,-3,-22,-38,1,8
"Minas Gerais",2020-06-15,-32,3,-20,-27,-11,12
"Minas Gerais",2020-06-16,-35,2,-25,-29,-15,13
"Minas Gerais",2020-06-17,-35,1,-24,-29,-15,13
"Minas Gerais",2020-06-18,-33,3,-22,-28,-13,13
"Minas Gerais",2020-06-19,-34,10,-23,-26,-12,12
"Minas Gerais",2020-06-20,-43,7,-23,-29,-4,11
"Minas Gerais",2020-06-21,-51,-2,-26,-38,1,10
"Minas Gerais",2020-06-22,-35,-1,-22,-30,-13,13
"Minas Gerais",2020-06-23,-37,0,-23,-29,-16,13
"Minas Gerais",2020-06-24,-37,-2,-22,-30,-17,13
"Minas Gerais",2020-06-25,-35,4,-21,-29,-14,13
"Minas Gerais",2020-06-26,-36,10,-23,-26,-12,13
"Minas Gerais",2020-06-27,-46,5,-24,-30,-7,12
"Minas Gerais",2020-06-28,-53,-3,-30,-40,-2,10
"Minas Gerais",2020-06-29,-39,-4,-27,-33,-14,13
"Minas Gerais",2020-06-30,-37,6,-25,-31,-16,13
"Minas Gerais",2020-07-01,-36,7,-24,-30,-16,13
"Minas Gerais",2020-07-02,-34,12,-22,-30,-14,13
"Minas Gerais",2020-07-03,-35,17,-23,-26,-13,13
"Minas Gerais",2020-07-04,-43,15,-21,-30,-6,11
"Minas Gerais",2020-07-05,-51,4,-26,-38,-1,10
"Minas Gerais",2020-07-06,-32,10,-18,-27,-13,12
"Minas Gerais",2020-07-07,-32,15,-19,-26,-16,12
"Minas Gerais",2020-07-08,-33,11,-17,-27,-15,12
"Minas Gerais",2020-07-09,-32,13,-18,-27,-14,13
"Minas Gerais",2020-07-10,-32,20,-19,-24,-11,12
"Minas Gerais",2020-07-11,-42,13,-17,-27,-6,10
"Minas Gerais",2020-07-12,-49,3,-21,-37,-1,9
"Minas Gerais",2020-07-13,-32,5,-18,-29,-13,12
"Minas Gerais",2020-07-14,-34,5,-21,-29,-16,12
"Minas Gerais",2020-07-15,-33,7,-20,-28,-15,12
"Minas Gerais",2020-07-16,-33,9,-20,-28,-15,13
"Minas Gerais",2020-07-17,-32,16,-19,-25,-12,12
"Minas Gerais",2020-07-18,-42,10,-17,-29,-5,10
"Minas Gerais",2020-07-19,-49,2,-21,-37,-2,9
"Minas Gerais",2020-07-20,-31,6,-18,-28,-12,12
"Minas Gerais",2020-07-21,-33,5,-20,-28,-15,12
"Minas Gerais",2020-07-22,-32,5,-19,-27,-14,12
"Minas Gerais",2020-07-23,-31,9,-17,-26,-12,12
"Minas Gerais",2020-07-24,-32,15,-18,-23,-10,12
"Minas Gerais",2020-07-25,-40,11,-13,-26,-5,10
"Minas Gerais",2020-07-26,-47,2,-17,-35,-1,9
"Minas Gerais",2020-07-27,-32,3,-18,-28,-12,12
"Minas Gerais",2020-07-28,-33,5,-18,-27,-14,12
"Minas Gerais",2020-07-29,-32,5,-17,-27,-14,12
"Minas Gerais",2020-07-30,-30,11,-18,-26,-13,12
"Minas Gerais",2020-07-31,-29,20,-18,-22,-10,11
"Minas Gerais",2020-08-01,-38,18,-14,-26,-4,10
"Minas Gerais",2020-08-02,-45,7,-18,-34,-1,9
"Minas Gerais",2020-08-03,-28,10,-15,-25,-10,11
"Minas Gerais",2020-08-04,-29,12,-18,-25,-13,11
"Minas Gerais",2020-08-05,-27,14,-16,-25,-13,11
"Minas Gerais",2020-08-06,-23,21,-12,-22,-12,11
"Minas Gerais",2020-08-07,-19,30,-11,-15,-8,9
"Minas Gerais",2020-08-08,-25,30,-7,-16,0,8
"Minas Gerais",2020-08-09,-42,17,-20,-28,11,6
"Minas Gerais",2020-08-10,-26,12,-13,-24,-10,10
"Minas Gerais",2020-08-11,-28,11,-16,-25,-12,10
"Minas Gerais",2020-08-12,-24,10,-14,-22,-12,10
"Minas Gerais",2020-08-13,-22,14,-12,-21,-10,11
"Minas Gerais",2020-08-14,-22,21,-11,-18,-8,10
"Minas Gerais",2020-08-15,-34,14,-5,-24,-7,9
"Minas Gerais",2020-08-16,-40,7,-9,-30,0,7
"Minas Gerais",2020-08-17,-28,7,-16,-24,-9,11
"Minas Gerais",2020-08-18,-30,7,-18,-25,-11,10
"Minas Gerais",2020-08-19,-26,8,-14,-21,-10,10
"Minas Gerais",2020-08-20,-24,13,-14,-21,-9,10
"Minas Gerais",2020-08-21,-27,16,-23,-20,-8,11
"Minas Gerais",2020-08-22,-40,8,-32,-32,-6,11
"Minas Gerais",2020-08-23,-45,3,-27,-36,-1,10
"Minas Gerais",2020-08-24,-25,7,-15,-22,-7,10
"Minas Gerais",2020-08-25,-25,10,-16,-21,-9,10
"Minas Gerais",2020-08-26,-24,9,-14,-20,-9,10
"Minas Gerais",2020-08-27,-22,13,-12,-19,-6,10
"Minas Gerais",2020-08-28,-21,20,-11,-15,-5,9
"Minas Gerais",2020-08-29,-30,16,-2,-17,0,7
"Minas Gerais",2020-08-30,-36,9,-3,-27,2,6
"Minas Gerais",2020-08-31,-26,9,-12,-21,-8,9
"Minas Gerais",2020-09-01,-23,15,-11,-18,-9,9
"Minas Gerais",2020-09-02,-21,14,-10,-17,-8,8
"Minas Gerais",2020-09-03,-18,20,-8,-16,-6,8
"Minas Gerais",2020-09-04,-14,32,-3,-7,-4,7
"Minas Gerais",2020-09-05,-22,29,17,-10,-2,4
"Minas Gerais",2020-09-06,-30,21,29,-25,-1,5
"Minas Gerais",2020-09-07,-47,-18,10,-45,-61,12
"Minas Gerais",2020-09-08,-19,21,-7,-13,-9,6
"Minas Gerais",2020-09-09,-19,18,-6,-14,-8,8
"Minas Gerais",2020-09-10,-16,23,-3,-12,-6,8
"Minas Gerais",2020-09-11,-15,26,-2,-8,-4,8
"Minas Gerais",2020-09-12,-23,22,7,-9,3,6
"Minas Gerais",2020-09-13,-31,14,6,-19,3,6
"Minas Gerais",2020-09-14,-20,13,-5,-13,-3,9
"Minas Gerais",2020-09-15,-21,16,-5,-14,-7,9
"Minas Gerais",2020-09-16,-21,11,-5,-15,-7,9
"Minas Gerais",2020-09-17,-19,15,-7,-15,-5,9
"Minas Gerais",2020-09-18,-18,21,-5,-11,-3,8
"Minas Gerais",2020-09-19,-24,19,5,-11,2,7
"Minas Gerais",2020-09-20,-35,9,-5,-23,1,7
"Minas Gerais",2020-09-21,-24,10,-16,-16,-5,10
"Minas Gerais",2020-09-22,-31,7,-29,-21,-8,10
"Minas Gerais",2020-09-23,-29,9,-28,-18,-7,10
"Minas Gerais",2020-09-24,-25,14,-22,-16,-4,10
"Minas Gerais",2020-09-25,-24,22,-19,-11,-2,9
"Minas Gerais",2020-09-26,-30,17,-7,-12,4,7
"Minas Gerais",2020-09-27,-36,9,-4,-20,3,6
"Minas Gerais",2020-09-28,-29,9,-23,-16,-3,9
"Minas Gerais",2020-09-29,-28,13,-21,-15,-5,9
"Minas Gerais",2020-09-30,-25,18,-17,-14,-6,8
"Minas Gerais",2020-10-01,-22,24,-15,-12,-2,7
"Minas Gerais",2020-10-02,-18,29,-10,2,0,6
"Minas Gerais",2020-10-03,-23,25,0,3,4,5
"Minas Gerais",2020-10-04,-31,16,0,-6,2,4
"Minas Gerais",2020-10-05,-22,17,-12,-3,-2,7
"Minas Gerais",2020-10-06,-20,24,-12,-1,-5,6
"Minas Gerais",2020-10-07,-18,23,-11,-3,-4,6
"Minas Gerais",2020-10-08,-13,29,-10,0,-1,7
"Minas Gerais",2020-10-09,-13,34,-9,8,0,6
"Minas Gerais",2020-10-10,-18,30,8,6,3,4
"Minas Gerais",2020-10-11,-29,21,13,-14,1,5
"Minas Gerais",2020-10-12,-44,-15,-3,-37,-62,12
"Minas Gerais",2020-10-13,-19,22,-13,2,-6,6
"Minas Gerais",2020-10-14,-21,17,-16,0,-4,8
"Minas Gerais",2020-10-15,-17,26,-16,0,-2,8
"Minas Gerais",2020-10-16,-18,27,-18,3,0,8
"Minas Gerais",2020-10-17,-23,23,-10,5,6,7
"Minas Gerais",2020-10-18,-31,14,-11,-6,4,7
"Minas Gerais",2020-10-19,-24,14,-23,-2,-2,9
"Minas Gerais",2020-10-20,-27,13,-28,-6,-5,9
"Minas Gerais",2020-10-21,-20,19,-16,-1,-3,9
"Minas Gerais",2020-10-22,-17,22,-12,2,0,8
"Minas Gerais",2020-10-23,-16,28,-9,6,2,8
"Minas Gerais",2020-10-24,-28,16,-20,-3,5,9
"Minas Gerais",2020-10-25,-38,9,-28,-15,1,9
"Minas Gerais",2020-10-26,-20,17,-10,1,1,8
"Minas Gerais",2020-10-27,-20,19,-9,2,-2,7
"Minas Gerais",2020-10-28,-19,16,-12,0,-2,7
"Minas Gerais",2020-10-29,-15,22,-15,0,1,7
"Minas Gerais",2020-10-30,-17,28,-21,3,-3,7
"Minas Gerais",2020-10-31,-21,26,-11,2,4,5
"Minas Gerais",2020-11-01,-27,22,-3,-11,3,6
"Minas Gerais",2020-11-02,-46,-15,-14,-37,-61,14
"Minas Gerais",2020-11-03,-21,20,-22,1,-2,6
"Minas Gerais",2020-11-04,-18,21,-17,0,-1,7
"Minas Gerais",2020-11-05,-13,27,-13,2,2,7
"Minas Gerais",2020-11-06,-11,33,-10,6,3,6
"Minas Gerais",2020-11-07,-13,30,0,11,10,4
"Minas Gerais",2020-11-08,-21,22,-1,0,8,5
"Minas Gerais",2020-11-09,-17,22,-16,0,2,7
"Minas Gerais",2020-11-10,-18,22,-20,-1,-1,7
"Minas Gerais",2020-11-11,-16,20,-18,0,0,7
"Minas Gerais",2020-11-12,-14,23,-19,-1,1,7
"Minas Gerais",2020-11-13,-13,29,-16,3,4,6
"Minas Gerais",2020-11-14,-15,28,-7,6,10,5
"Minas Gerais",2020-11-15,-3,50,36,49,26,2
"Minas Gerais",2020-11-16,-21,13,-22,-4,0,8
"Minas Gerais",2020-11-17,-21,16,-23,-3,-1,7
"Minas Gerais",2020-11-18,-21,13,-26,-5,-1,8
"Minas Gerais",2020-11-19,-15,22,-22,-2,1,7
"Minas Gerais",2020-11-20,-13,29,-12,2,-3,7
"Minas Gerais",2020-11-21,-16,24,-4,5,7,5
"Minas Gerais",2020-11-22,-25,15,-8,-4,5,5
"Minas Gerais",2020-11-23,-19,15,-21,-2,1,7
"Minas Gerais",2020-11-24,-19,17,-21,-2,-1,7
"Minas Gerais",2020-11-25,-17,18,-19,-3,0,7
"Minas Gerais",2020-11-26,-12,24,-16,-1,2,7
"Minas Gerais",2020-11-27,-7,36,-14,5,4,5
"Minas Gerais",2020-11-28,-14,27,-4,7,10,5
"Minas Gerais",2020-11-29,-19,23,-1,2,8,4
"Minas Gerais",2020-11-30,-17,22,-18,-1,3,7
"Minas Gerais",2020-12-01,-16,25,-19,0,0,7
"Minas Gerais",2020-12-02,-17,20,-20,-3,0,7
"Minas Gerais",2020-12-03,-13,25,-20,0,3,7
"Minas Gerais",2020-12-04,-9,33,-15,6,5,6
"Minas Gerais",2020-12-05,-14,28,-10,8,9,5
"Minas Gerais",2020-12-06,-23,22,-16,-4,5,6
"Minas Gerais",2020-12-07,-15,23,-23,-3,-2,7
"Minas Gerais",2020-12-08,-22,16,-26,-18,-17,10
"Minas Gerais",2020-12-09,-17,20,-22,-2,0,7
"Minas Gerais",2020-12-10,-13,27,-18,-3,2,7
"Minas Gerais",2020-12-11,-12,32,-16,2,5,7
"Minas Gerais",2020-12-12,-15,25,-9,4,11,6
"Minas Gerais",2020-12-13,-22,20,-8,-6,9,6
"Minas Gerais",2020-12-14,-14,22,-13,-1,3,7
"Minas Gerais",2020-12-15,-13,25,-14,0,0,6
"Minas Gerais",2020-12-16,-12,24,-12,-1,1,6
"Minas Gerais",2020-12-17,-11,25,-15,-2,2,7
"Minas Gerais",2020-12-18,-8,35,-12,5,4,6
"Minas Gerais",2020-12-19,-10,32,-2,13,12,4
"Minas Gerais",2020-12-20,-11,32,1,3,16,5
"Minas Gerais",2020-12-21,-3,35,-5,4,1,5
"Minas Gerais",2020-12-22,-4,39,-10,3,-4,5
"Minas Gerais",2020-12-23,6,61,0,9,-4,3
"Minas Gerais",2020-12-24,-9,79,-5,-7,-25,6
"Minas Gerais",2020-12-25,-70,-57,-26,-55,-69,15
"Minas Gerais",2020-12-26,-34,10,-6,-21,-16,10
"Minas Gerais",2020-12-27,-35,3,-9,-12,1,7
"Minas Gerais",2020-12-28,-16,25,-9,-8,-11,9
"Minas Gerais",2020-12-29,-15,29,-6,-8,-13,8
"Minas Gerais",2020-12-30,-9,46,4,-4,-13,7
"Minas Gerais",2020-12-31,-21,72,10,-15,-32,8
"Minas Gerais",2021-01-01,-71,-62,-14,-61,-71,16
"Minas Gerais",2021-01-02,-44,2,-4,-29,-25,11
"Minas Gerais",2021-01-03,-39,0,-11,-13,-1,6
"Minas Gerais",2021-01-04,-22,21,-13,-7,-6,8
"Minas Gerais",2021-01-05,-23,20,-14,-8,-8,8
"Minas Gerais",2021-01-06,-23,17,-16,-9,-7,9
"Minas Gerais",2021-01-07,-21,20,-19,-9,-5,9
"Minas Gerais",2021-01-08,-15,33,-13,-2,-2,7
"Minas Gerais",2021-01-09,-25,21,-16,-6,3,8
"Minas Gerais",2021-01-10,-33,16,-16,-15,3,8
"Minas Gerais",2021-01-11,-23,20,-17,-8,-4,8
"Minas Gerais",2021-01-12,-26,16,-19,-11,-8,8
"Minas Gerais",2021-01-13,-28,9,-22,-14,-9,7
"Minas Gerais",2021-01-14,-28,9,-24,-17,-10,7
"Minas Gerais",2021-01-15,-31,8,-28,-16,-10,6
"Minas Gerais",2021-01-16,-37,7,-24,-18,-7,7
"Minas Gerais",2021-01-17,-40,1,-17,-20,-6,5
"Minas Gerais",2021-01-18,-32,3,-24,-16,-10,7
"Minas Gerais",2021-01-19,-32,4,-22,-15,-12,6
"Minas Gerais",2021-01-20,-32,5,-21,-15,-13,7
"Minas Gerais",2021-01-21,-29,10,-21,-15,-9,7
"Minas Gerais",2021-01-22,-29,13,-21,-12,-7,7
"Minas Gerais",2021-01-23,-36,9,-14,-13,-5,6
"Minas Gerais",2021-01-24,-39,4,-9,-17,-4,5
"Minas Gerais",2021-01-25,-32,5,-22,-13,-7,7
"Minas Gerais",2021-01-26,-33,5,-23,-14,-10,7
"Minas Gerais",2021-01-27,-30,5,-20,-14,-9,7
"Minas Gerais",2021-01-28,-27,10,-20,-13,-6,7
"Minas Gerais",2021-01-29,-26,18,-18,-8,-4,6
"Minas Gerais",2021-01-30,-33,12,-10,-11,-3,5
"Minas Gerais",2021-01-31,-38,8,-7,-17,-3,4
"Minas Gerais",2021-02-01,-28,9,-23,-10,-5,6
"Minas Gerais",2021-02-02,-27,11,-22,-10,-7,6
"Minas Gerais",2021-02-03,-27,6,-22,-10,-6,6
"Minas Gerais",2021-02-04,-24,11,-23,-10,-4,6
"Minas Gerais",2021-02-05,-27,16,-32,-10,-4,6
"Minas Gerais",2021-02-06,-33,15,-29,-13,-3,7
"Minas Gerais",2021-02-07,-50,-4,-42,-34,-10,9
"Minas Gerais",2021-02-08,-26,12,-28,-7,-4,6
"Minas Gerais",2021-02-09,-26,12,-28,-8,-6,6
"Minas Gerais",2021-02-10,-23,13,-23,-7,-5,6
"Minas Gerais",2021-02-11,-21,14,-29,-10,-3,6
"Minas Gerais",2021-02-12,-21,23,-30,-7,-2,5
"Minas Gerais",2021-02-13,-30,17,-22,-12,-4,5
"Minas Gerais",2021-02-14,-40,6,-19,-26,-4,6
"Minas Gerais",2021-02-15,-30,4,-23,-24,-23,9
"Minas Gerais",2021-02-16,-35,-1,-28,-25,-27,9
"Minas Gerais",2021-02-17,-28,8,-32,-16,-11,7
"Minas Gerais",2021-02-18,-23,15,-31,-12,-3,7
"Minas Gerais",2021-02-19,-23,20,-30,-10,-2,6
"Minas Gerais",2021-02-20,-30,16,-23,-13,-1,7
"Minas Gerais",2021-02-21,-38,4,-26,-21,-2,7
"Minas Gerais",2021-02-22,-26,11,-30,-10,-2,7
"Minas Gerais",2021-02-23,-26,12,-28,-10,-5,6
"Minas Gerais",2021-02-24,-26,10,-26,-10,-4,7
"Minas Gerais",2021-02-25,-23,17,-28,-9,-2,7
"Minas Gerais",2021-02-26,-26,20,-34,-7,-1,7
"Minas Gerais",2021-02-27,-31,20,-29,-13,-1,8
"Minas Gerais",2021-02-28,-37,8,-25,-21,-1,8
"Minas Gerais",2021-03-01,-24,17,-26,-9,-3,7
"Minas Gerais",2021-03-02,-26,18,-27,-10,-6,7
"Minas Gerais",2021-03-03,-24,15,-25,-8,-5,7
"Minas Gerais",2021-03-04,-22,20,-26,-8,-3,7
"Minas Gerais",2021-03-05,-20,30,-26,-4,-1,6
"Minas Gerais",2021-03-06,-32,24,-27,-13,-2,7
"Minas Gerais",2021-03-07,-46,8,-36,-25,-6,9
"Minas Gerais",2021-03-08,-30,16,-34,-13,-6,8
"Minas Gerais",2021-03-09,-33,13,-35,-16,-9,9
"Minas Gerais",2021-03-10,-32,14,-33,-16,-9,9
"Minas Gerais",2021-03-11,-30,18,-31,-15,-7,9
"Minas Gerais",2021-03-12,-32,22,-32,-14,-5,9
"Minas Gerais",2021-03-13,-42,16,-30,-22,-6,9
"Minas Gerais",2021-03-14,-50,5,-32,-30,-8,9
"Minas Gerais",2021-03-15,-35,11,-33,-18,-7,10
"Minas Gerais",2021-03-16,-36,15,-35,-20,-11,10
"Minas Gerais",2021-03-17,-43,6,-38,-24,-15,12
"Minas Gerais",2021-03-18,-43,11,-39,-24,-14,13
"Minas Gerais",2021-03-19,-44,17,-40,-22,-13,13
"Minas Gerais",2021-03-20,-53,11,-38,-29,-13,12
"Minas Gerais",2021-03-21,-59,1,-40,-37,-13,11
"Minas Gerais",2021-03-22,-42,6,-37,-24,-12,12
"Minas Gerais",2021-03-23,-44,7,-38,-25,-16,12
"Minas Gerais",2021-03-24,-43,5,-38,-25,-15,12
"Minas Gerais",2021-03-25,-41,12,-37,-25,-13,13
"Minas Gerais",2021-03-26,-43,18,-38,-23,-12,13
"Minas Gerais",2021-03-27,-52,13,-37,-30,-12,12
"Minas Gerais",2021-03-28,-64,-17,-41,-43,-15,12
"Minas Gerais",2021-03-29,-43,3,-40,-26,-12,12
"Minas Gerais",2021-03-30,-43,9,-40,-25,-16,12
"Minas Gerais",2021-03-31,-40,19,-36,-21,-15,11
"Minas Gerais",2021-04-01,-32,47,-30,-17,-18,10
"Minas Gerais",2021-04-02,-71,-24,-44,-56,-68,24
"Minas Gerais",2021-04-03,-51,24,-31,-33,-21,12
"Minas Gerais",2021-04-04,-61,-8,-38,-35,-9,8
"Minas Gerais",2021-04-05,-39,12,-36,-20,-9,11
"Minas Gerais",2021-04-06,-41,13,-39,-22,-12,11
"Minas Gerais",2021-04-07,-38,16,-36,-21,-12,11
"Minas Gerais",2021-04-08,-34,26,-33,-17,-9,11
"Minas Gerais",2021-04-09,-35,31,-33,-14,-7,11
"Minas Gerais",2021-04-10,-44,26,-30,-20,-6,10
"Minas Gerais",2021-04-11,-56,-1,-32,-32,-9,10
"Minas Gerais",2021-04-12,-34,17,-32,-17,-6,10
"Minas Gerais",2021-04-13,-37,16,-34,-18,-10,11
"Minas Gerais",2021-04-14,-35,15,-32,-16,-10,11
Pará,2020-02-15,0,1,-5,6,5,0
Pará,2020-02-16,1,0,-8,1,1,1
Pará,2020-02-17,-4,-3,-8,2,15,0
Pará,2020-02-18,-3,-3,-10,1,12,0
Pará,2020-02-19,-3,-4,-8,-1,11,0
Pará,2020-02-20,-7,-5,-16,2,9,1
Pará,2020-02-21,-1,4,-6,12,13,0
