region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Brasil,2020-06-09,-42,-2,-45,-41,-23,14
Brasil,2020-06-10,-36,5,-36,-38,-22,13
Brasil,2020-06-11,-54,-13,-37,-51,-51,20
Brasil,2020-06-12,-33,14,-33,-37,-27,15
Brasil,2020-06-13,-46,-2,-46,-38,-11,12
Brasil,2020-06-14,-57,-12,-59,-47,-5,12
Brasil,2020-06-15,-40,-4,-46,-40,-19,14
Brasil,2020-06-16,-41,-4,-44,-40,-22,14
Brasil,2020-06-17,-40,-4,-38,-40,-22,15
Brasil,2020-06-18,-41,-3,-37,-40,-22,14
Brasil,2020-06-19,-41,1,-40,-37,-20,14
Brasil,2020-06-20,-44,2,-45,-34,-7,11
Brasil,2020-06-21,-54,-8,-49,-42,-1,11
Brasil,2020-06-22,-40,-5,-41,-38,-19,14
Brasil,2020-06-23,-40,-2,-39,-38,-22,14
Brasil,2020-06-24,-43,-8,-36,-40,-24,15
Brasil,2020-06-25,-43,-3,-38,-39,-22,14
Brasil,2020-06-26,-43,1,-43,-38,-20,15
Brasil,2020-06-27,-50,-3,-56,-42,-12,14
Brasil,2020-06-28,-57,-12,-59,-47,-5,13
Brasil,2020-06-29,-42,-6,-47,-40,-19,14
Brasil,2020-06-30,-39,2,-44,-38,-22,13
Brasil,2020-07-01,-38,4,-39,-38,-22,13
Brasil,2020-07-02,-38,8,-36,-37,-22,14
Brasil,2020-07-03,-37,11,-39,-34,-19,14
Brasil,2020-07-04,-40,12,-45,-31,-7,11
Brasil,2020-07-05,-51,-4,-53,-41,-3,11
Brasil,2020-07-06,-35,7,-40,-35,-18,13
Brasil,2020-07-07,-34,9,-39,-34,-22,13
Brasil,2020-07-08,-34,6,-34,-34,-21,13
Brasil,2020-07-09,-36,8,-33,-35,-21,13
Brasil,2020-07-10,-34,12,-35,-31,-18,13
"Distrito Federal",2020-02-15,10,7,-8,8,8,0
"Distrito Federal",2020-02-16,11,6,-10,4,0,2
"Distrito Federal",2020-02-17,2,4,-1,11,22,-2
"Distrito Federal",2020-02-18,1,4,2,14,22,-2
"Distrito Federal",2020-02-19,-2,0,-3,9,20,-2
"Distrito Federal",2020-02-20,4,8,15,12,21,-3
"Distrito Federal",2020-02-21,7,15,-1,12,22,-3
"Distrito Federal",2020-02-22,-6,3,-13,-3,-3,0
"Distrito Federal",2020-02-23,-6,-2,-18,-6,-7,1
"Distrito Federal",2020-02-24,-31,-15,-16,-34,-61,12
"Distrito Federal",2020-02-25,-39,-27,14,-35,-71,11
"Distrito Federal",2020-02-26,-20,-7,-14,-17,-22,9
"Distrito Federal",2020-02-27,-4,5,16,5,17,-1
"Distrito Federal",2020-02-28,-2,7,-14,4,22,1
"Distrito Federal",2020-02-29,1,7,-25,-5,6,4
"Distrito Federal",2020-03-01,1,14,-26,-4,1,5
"Distrito Federal",2020-03-02,-3,1,-15,9,22,-1
"Distrito Federal",2020-03-03,4,11,0,11,22,-2
"Distrito Federal",2020-03-04,2,9,1,10,22,-2
"Distrito Federal",2020-03-05,2,10,14,10,22,-3
"Distrito Federal",2020-03-06,8,16,-15,11,25,-3
"Distrito Federal",2020-03-07,12,19,-18,6,8,0
"Distrito Federal",2020-03-08,18,23,3,6,4,1
"Distrito Federal",2020-03-09,5,13,-3,15,24,-3
"Distrito Federal",2020-03-10,4,14,6,17,23,-4
"Distrito Federal",2020-03-11,2,11,1,13,22,-4
"Distrito Federal",2020-03-12,0,14,9,3,7,2
"Distrito Federal",2020-03-13,3,17,-1,2,8,2
"Distrito Federal",2020-03-14,-2,14,-6,-2,3,2
"Distrito Federal",2020-03-15,-8,13,-9,-5,-1,3
"Distrito Federal",2020-03-16,-10,11,10,-8,1,4
"Distrito Federal",2020-03-17,-18,10,4,-13,-5,6
"Distrito Federal",2020-03-18,-25,12,-6,-21,-13,11
"Distrito Federal",2020-03-19,-37,16,-25,-30,-24,14
"Distrito Federal",2020-03-20,-56,7,-44,-40,-36,20
"Distrito Federal",2020-03-21,-70,-21,-66,-52,-43,21
"Distrito Federal",2020-03-22,-75,-37,-77,-62,-41,21
"Distrito Federal",2020-03-23,-68,-29,-59,-60,-52,25
"Distrito Federal",2020-03-24,-71,-31,-62,-62,-57,27
"Distrito Federal",2020-03-25,-71,-34,-62,-64,-59,28
"Distrito Federal",2020-03-26,-69,-28,-56,-62,-58,27
"Distrito Federal",2020-03-27,-66,-21,-54,-59,-55,28
"Distrito Federal",2020-03-28,-70,-30,-66,-59,-45,23
"Distrito Federal",2020-03-29,-68,-28,-63,-56,-36,20
"Distrito Federal",2020-03-30,-60,-22,-46,-57,-51,23
"Distrito Federal",2020-03-31,-61,-17,-42,-56,-52,24
"Distrito Federal",2020-04-01,-59,-14,-41,-56,-52,24
"Distrito Federal",2020-04-02,-59,-11,-35,-55,-52,24
"Distrito Federal",2020-04-03,-58,-5,-42,-52,-49,24
"Distrito Federal",2020-04-04,-61,-10,-53,-49,-38,19
"Distrito Federal",2020-04-05,-64,-20,-62,-53,-33,17
"Distrito Federal",2020-04-06,-55,-11,-42,-52,-47,21
"Distrito Federal",2020-04-07,-54,-5,-43,-51,-49,20
"Distrito Federal",2020-04-08,-53,-1,-45,-51,-49,20
"Distrito Federal",2020-04-09,-46,20,-27,-47,-49,17
"Distrito Federal",2020-04-10,-73,-29,-50,-64,-76,27
"Distrito Federal",2020-04-11,-54,0,-50,-46,-38,16
"Distrito Federal",2020-04-12,-62,-18,-59,-49,-28,13
"Distrito Federal",2020-04-13,-52,-14,-42,-51,-46,19
"Distrito Federal",2020-04-14,-55,-15,-43,-52,-47,20
"Distrito Federal",2020-04-15,-56,-13,-51,-52,-48,23
"Distrito Federal",2020-04-16,-60,-8,-69,-50,-49,24
"Distrito Federal",2020-04-17,-56,4,-67,-42,-43,23
"Distrito Federal",2020-04-18,-62,-11,-73,-40,-31,18
"Distrito Federal",2020-04-19,-67,-14,-71,-40,-27,17
"Distrito Federal",2020-04-20,-58,-10,-67,-46,-46,21
"Distrito Federal",2020-04-21,-73,-29,-68,-59,-72,28
"Distrito Federal",2020-04-22,-60,-12,-70,-46,-44,21
"Distrito Federal",2020-04-23,-60,-13,-67,-47,-45,22
"Distrito Federal",2020-04-24,-58,-4,-66,-41,-41,22
"Distrito Federal",2020-04-25,-59,-7,-67,-35,-27,17
"Distrito Federal",2020-04-26,-65,-14,-67,-38,-24,16
"Distrito Federal",2020-04-27,-56,-12,-64,-43,-40,20
"Distrito Federal",2020-04-28,-57,-9,-63,-41,-42,17
"Distrito Federal",2020-04-29,-57,-7,-61,-41,-41,21
"Distrito Federal",2020-04-30,-53,7,-50,-38,-41,19
"Distrito Federal",2020-05-01,-72,-10,-57,-52,-70,27
"Distrito Federal",2020-05-02,-59,-5,-64,-38,-29,16
"Distrito Federal",2020-05-03,-64,-12,-56,-37,-21,14
"Distrito Federal",2020-05-04,-54,-5,-59,-40,-38,18
"Distrito Federal",2020-05-05,-53,2,-58,-38,-39,18
"Distrito Federal",2020-05-06,-53,4,-58,-37,-39,18
"Distrito Federal",2020-05-07,-51,8,-53,-37,-39,18
"Distrito Federal",2020-05-08,-48,20,-58,-32,-35,19
"Distrito Federal",2020-05-09,-48,18,-59,-26,-21,15
"Distrito Federal",2020-05-10,-55,11,-67,-20,-2,11
"Distrito Federal",2020-05-11,-52,-3,-59,-38,-36,19
"Distrito Federal",2020-05-12,-53,0,-58,-36,-38,19
"Distrito Federal",2020-05-13,-53,-1,-57,-38,-38,20
"Distrito Federal",2020-05-14,-54,-2,-54,-39,-38,19
"Distrito Federal",2020-05-15,-54,4,-60,-38,-35,21
"Distrito Federal",2020-05-16,-56,-1,-66,-33,-21,16
"Distrito Federal",2020-05-17,-63,-9,-63,-37,-15,15
"Distrito Federal",2020-05-18,-52,-7,-59,-40,-35,19
"Distrito Federal",2020-05-19,-53,-4,-58,-39,-36,20
"Distrito Federal",2020-05-20,-53,-2,-59,-39,-36,20
"Distrito Federal",2020-05-21,-51,2,-50,-38,-36,20
"Distrito Federal",2020-05-22,-51,8,-55,-35,-32,20
"Distrito Federal",2020-05-23,-54,1,-61,-31,-16,15
"Distrito Federal",2020-05-24,-62,-8,-55,-37,-14,15
"Distrito Federal",2020-05-25,-52,-6,-58,-38,-34,19
"Distrito Federal",2020-05-26,-52,-3,-56,-37,-34,18
"Distrito Federal",2020-05-27,-49,-1,-52,-36,-34,17
"Distrito Federal",2020-05-28,-48,2,-46,-36,-34,18
"Distrito Federal",2020-05-29,-47,11,-54,-33,-30,20
"Distrito Federal",2020-05-30,-49,7,-57,-28,-10,15
"Distrito Federal",2020-05-31,-56,0,-45,-31,-5,14
"Distrito Federal",2020-06-01,-46,3,-55,-35,-30,18
"Distrito Federal",2020-06-02,-47,5,-54,-34,-32,18
"Distrito Federal",2020-06-03,-46,5,-53,-34,-32,19
"Distrito Federal",2020-06-04,-45,8,-43,-33,-32,19
"Distrito Federal",2020-06-05,-41,21,-42,-29,-28,18
"Distrito Federal",2020-06-06,-42,16,-48,-24,-8,13
"Distrito Federal",2020-06-07,-50,7,-49,-27,-1,13
"Distrito Federal",2020-06-08,-42,4,-47,-34,-30,17
"Distrito Federal",2020-06-09,-43,7,-43,-33,-31,18
"Distrito Federal",2020-06-10,-38,14,-39,-30,-30,17
"Distrito Federal",2020-06-11,-53,1,-17,-45,-62,25
"Distrito Federal",2020-06-12,-33,26,-33,-33,-32,18
"Distrito Federal",2020-06-13,-46,4,-44,-30,-8,14
"Distrito Federal",2020-06-14,-52,-1,-43,-30,1,13
"Distrito Federal",2020-06-15,-41,1,-45,-35,-30,17
"Distrito Federal",2020-06-16,-44,1,-46,-36,-32,18
"Distrito Federal",2020-06-17,-43,2,-46,-37,-32,18
"Distrito Federal",2020-06-18,-43,3,-33,-37,-32,17
"Distrito Federal",2020-06-19,-41,12,-42,-32,-27,17
"Distrito Federal",2020-06-20,-43,8,-42,-29,-5,12
"Distrito Federal",2020-06-21,-50,1,-37,-30,2,12
"Distrito Federal",2020-06-22,-42,-1,-41,-35,-31,17
"Distrito Federal",2020-06-23,-43,2,-38,-34,-32,18
"Distrito Federal",2020-06-24,-43,1,-39,-35,-31,19
"Distrito Federal",2020-06-25,-42,5,-30,-35,-31,19
"Distrito Federal",2020-06-26,-41,14,-39,-31,-27,19
"Distrito Federal",2020-06-27,-44,9,-41,-27,-7,14
"Distrito Federal",2020-06-28,-51,0,-42,-31,1,14
"Distrito Federal",2020-06-29,-43,-2,-42,-36,-30,18
"Distrito Federal",2020-06-30,-40,9,-37,-34,-31,18
"Distrito Federal",2020-07-01,-39,13,-36,-33,-31,18
"Distrito Federal",2020-07-02,-38,15,-26,-33,-31,18
"Distrito Federal",2020-07-03,-35,23,-33,-28,-27,18
"Distrito Federal",2020-07-04,-37,21,-36,-23,-4,13
"Distrito Federal",2020-07-05,-44,15,-35,-25,2,13
"Distrito Federal",2020-07-06,-34,12,-36,-31,-30,17
"Distrito Federal",2020-07-07,-32,20,-30,-28,-31,17
"Distrito Federal",2020-07-08,-34,17,-32,-29,-30,17
"Distrito Federal",2020-07-09,-35,18,-24,-31,-31,18
"Distrito Federal",2020-07-10,-34,25,-33,-26,-26,17
Acre,2020-02-15,2,5,-2,5,5,1
Acre,2020-02-16,-1,3,0,-12,-1,2
Acre,2020-02-17,-5,2,0,13,20,-2
Acre,2020-02-18,-1,1,-2,2,19,-2
Acre,2020-02-19,-2,-4,0,-1,19,-2
Acre,2020-02-20,-2,2,0,3,20,-1
Acre,2020-02-21,-6,7,0,12,19,-1
Acre,2020-02-22,5,12,16,-2,1,-1
Acre,2020-02-23,6,9,33,-29,-2,-1
Acre,2020-02-24,-2,0,47,-27,-34,4
Acre,2020-02-25,-20,-10,71,-36,-52,6
Acre,2020-02-26,-14,-9,1,-18,-24,5
Acre,2020-02-27,-10,-2,-13,-7,17,1
Acre,2020-02-28,-8,2,-18,-10,21,0
Acre,2020-02-29,1,10,-12,-2,9,2
Acre,2020-03-01,-7,8,-16,1,0,4
Acre,2020-03-02,4,10,5,7,27,-4
Acre,2020-03-03,2,8,-4,1,23,-2
Acre,2020-03-04,3,5,5,2,25,-3
Acre,2020-03-05,1,4,-1,9,25,-2
Acre,2020-03-06,1,6,-10,14,27,-2
Acre,2020-03-07,13,15,4,15,10,0
Acre,2020-03-08,15,12,-3,4,7,1
Acre,2020-03-09,2,6,2,9,27,-3
Acre,2020-03-10,8,6,1,11,26,-4
Acre,2020-03-11,2,0,2,3,25,-3
Acre,2020-03-12,1,1,5,7,26,-2
Acre,2020-03-13,-12,-2,-19,5,25,-1
Acre,2020-03-14,0,8,-5,25,11,0
Acre,2020-03-15,-6,6,-11,6,3,2
Acre,2020-03-16,-9,3,-9,6,25,-3
Acre,2020-03-17,-11,20,-11,-6,17,-1
Acre,2020-03-18,-26,4,-22,-15,-5,6
Acre,2020-03-19,-34,-5,-26,-27,-12,9
Acre,2020-03-20,-48,-12,-48,-28,-18,12
Acre,2020-03-21,-67,-10,-55,-41,-25,12
Acre,2020-03-22,-77,-26,-65,-52,-29,13
Acre,2020-03-23,-68,-21,-48,-64,-41,17
Acre,2020-03-24,-67,-22,-48,-70,-47,17
Acre,2020-03-25,-65,-23,-48,-67,-45,17
Acre,2020-03-26,-63,-25,-48,-58,-43,17
Acre,2020-03-27,-62,-17,-51,-59,-39,17
Acre,2020-03-28,-64,-18,-54,-70,-29,13
Acre,2020-03-29,-68,-20,-56,-75,-22,11
Acre,2020-03-30,-56,-22,-43,-73,-35,15
Acre,2020-03-31,-46,-6,-38,-48,-35,12
Acre,2020-04-01,-51,-11,-39,-64,-35,13
Acre,2020-04-02,-49,-11,-40,-68,-33,13
Acre,2020-04-03,-57,-13,-48,-71,-33,15
Acre,2020-04-04,-55,-5,-52,-70,-23,10
Acre,2020-04-05,-67,-20,-56,-65,-23,10
Acre,2020-04-06,-43,-6,-34,-70,-29,11
Acre,2020-04-07,-40,-1,-36,-57,-31,11
Acre,2020-04-08,-42,1,-32,-66,-30,11
Acre,2020-04-09,-44,5,-35,-68,-38,12
Acre,2020-04-10,-75,-25,-55,-78,-65,20
Acre,2020-04-11,-55,-7,-46,-72,-27,10
Acre,2020-04-12,-65,-18,-52,-67,-20,8
Acre,2020-04-13,-46,-13,-33,-70,-27,12
Acre,2020-04-14,-45,-14,-32,-64,-30,12
Acre,2020-04-15,-54,-21,-46,-70,-35,16
Acre,2020-04-16,-45,-10,-39,-67,-29,14
Acre,2020-04-17,-51,-11,-42,-68,-27,16
Acre,2020-04-18,-56,-9,-44,-69,-19,10
Acre,2020-04-19,-66,-17,-47,-64,-18,10
Acre,2020-04-20,-47,-13,-33,-67,-33,13
Acre,2020-04-21,-65,-26,-44,-66,-57,17
Acre,2020-04-22,-47,-14,-35,-66,-29,13
Acre,2020-04-23,-50,-14,-39,-72,-28,14
Acre,2020-04-24,-55,-14,-46,-67,-27,14
Acre,2020-04-25,-57,-10,-45,-69,-19,10
Acre,2020-04-26,-68,-17,-52,-69,-17,10
Acre,2020-04-27,-46,-8,-31,-71,-24,13
Acre,2020-04-28,-41,-4,-30,-58,-26,8
Acre,2020-04-29,-43,-3,-30,-61,-25,12
Acre,2020-04-30,-36,7,-25,-63,-25,11
Acre,2020-05-01,-69,-12,-52,-72,-55,19
Acre,2020-05-02,-54,-6,-50,-66,-19,10
Acre,2020-05-03,-66,-17,-54,-72,-17,10
Acre,2020-05-04,-41,-3,-30,-66,-24,12
Acre,2020-05-05,-40,0,-32,-64,-28,12
Acre,2020-05-06,-45,-1,-40,-43,-28,13
Acre,2020-05-07,-43,2,-36,-63,-28,15
Acre,2020-05-08,-48,3,-44,-63,-26,15
Acre,2020-05-09,-52,7,-43,-66,-17,12
Acre,2020-05-10,-63,-1,-51,-71,-8,9
Acre,2020-05-11,-50,-11,-34,-66,-27,14
Acre,2020-05-12,-49,-9,-38,-65,-30,13
Acre,2020-05-13,-52,-14,-42,-53,-30,15
Acre,2020-05-14,-60,-24,-50,-72,-33,16
Acre,2020-05-15,-59,-12,-50,-68,-29,17
Acre,2020-05-16,-60,-9,-48,-69,-20,13
Acre,2020-05-17,-70,-17,-55,-77,-16,11
Acre,2020-05-18,-59,-23,-43,-71,-31,16
Acre,2020-05-19,-56,-17,-39,-63,-32,15
Acre,2020-05-20,-56,-15,-39,-57,-32,16
Acre,2020-05-21,-53,-12,-42,-69,-32,17
Acre,2020-05-22,-60,-13,-48,-68,-29,17
Acre,2020-05-23,-63,-13,-53,-66,-22,14
Acre,2020-05-24,-72,-18,-56,-77,-20,14
Acre,2020-05-25,-53,-13,-37,-70,-29,17
Acre,2020-05-26,-50,-9,-36,-67,-30,15
Acre,2020-05-27,-53,-9,-39,-52,-29,15
Acre,2020-05-28,-51,-8,-36,-70,-29,16
Acre,2020-05-29,-51,5,-40,-67,-26,17
Acre,2020-05-30,-55,4,-42,-64,-16,11
Acre,2020-05-31,-69,-8,-52,-74,-13,11
Acre,2020-06-01,-43,5,-29,-64,-23,13
Acre,2020-06-02,-42,3,-29,-54,-26,14
Acre,2020-06-03,-44,1,-36,-43,-26,14
Acre,2020-06-04,-45,-1,-33,-63,-25,15
Acre,2020-06-05,-48,7,-34,-61,-26,16
Acre,2020-06-06,-51,8,-40,-62,-13,11
Acre,2020-06-07,-66,-5,-47,-72,-11,11
Acre,2020-06-08,-41,4,-28,-66,-21,13
Acre,2020-06-09,-39,4,-26,-63,-24,13
Acre,2020-06-10,-39,5,-29,-43,-22,13
Acre,2020-06-11,-54,-4,-33,-68,-45,18
Acre,2020-06-12,-42,10,-34,-69,-27,15
Acre,2020-06-13,-53,-2,-37,-67,-11,11
Acre,2020-06-14,-67,-12,-50,-73,-8,11
Acre,2020-06-15,-50,-7,-36,-72,-38,17
Acre,2020-06-16,-39,2,-33,-61,-21,13
Acre,2020-06-17,-43,-3,-38,-48,-22,15
Acre,2020-06-18,-43,-2,-34,-59,-21,15
Acre,2020-06-19,-49,-1,-45,-65,-20,15
Acre,2020-06-20,-50,3,-39,-65,-9,11
Acre,2020-06-21,-64,-8,-45,-70,-4,11
Acre,2020-06-22,-40,-4,-34,-63,-20,14
Acre,2020-06-23,-38,3,-33,-61,-22,14
Acre,2020-06-24,-43,-1,-34,-52,-21,14
Acre,2020-06-25,-41,-1,-33,-58,-21,14
Acre,2020-06-26,-47,0,-36,-57,-19,16
Acre,2020-06-27,-50,4,-41,-61,-10,12
Acre,2020-06-28,-64,-7,-48,-71,-7,11
Acre,2020-06-29,-40,2,-32,-64,-18,14
Acre,2020-06-30,-28,22,-26,-55,-19,12
Acre,2020-07-01,-32,17,-28,-39,-18,12
Acre,2020-07-02,-33,15,-27,-48,-18,13
Acre,2020-07-03,-39,16,-37,-51,-17,14
Acre,2020-07-04,-40,20,-32,-61,-5,9
Acre,2020-07-05,-58,4,-37,-64,-1,9
Acre,2020-07-06,-29,16,-21,-49,-16,12
Acre,2020-07-07,-28,19,-20,-57,-19,11
Acre,2020-07-08,-32,12,-26,-39,-17,12
Acre,2020-07-09,-33,9,-32,-47,-18,13
Acre,2020-07-10,-40,6,-34,-54,-16,14
Alagoas,2020-02-15,5,3,1,-9,1,0
Alagoas,2020-02-16,-4,0,-21,-13,-1,3
Alagoas,2020-02-17,-4,1,-20,-7,15,0
Alagoas,2020-02-18,-3,-1,-18,-5,14,-1
Alagoas,2020-02-19,1,-1,-10,-2,14,-1
Alagoas,2020-02-20,-11,-5,-23,-6,10,1
Alagoas,2020-02-21,-2,12,-23,7,11,0
Alagoas,2020-02-22,-9,9,-4,4,-5,0
Alagoas,2020-02-23,-8,6,18,-15,-3,1
Alagoas,2020-02-24,-24,-15,50,-36,-55,6
Alagoas,2020-02-25,-31,-30,44,-31,-62,5
Alagoas,2020-02-26,-23,-19,-10,-20,-39,3
Alagoas,2020-02-27,-10,-5,-15,-5,7,1
Alagoas,2020-02-28,-10,0,-30,-10,11,2
Alagoas,2020-02-29,-7,4,-30,-10,2,3
Alagoas,2020-03-01,-12,1,-32,-6,-2,5
Alagoas,2020-03-02,-6,2,-26,-3,15,0
Alagoas,2020-03-03,-4,0,-22,-4,14,0
Alagoas,2020-03-04,-2,-1,-18,-5,15,0
Alagoas,2020-03-05,-4,1,-13,-4,15,-1
Alagoas,2020-03-06,-1,6,-21,-1,18,0
Alagoas,2020-03-07,0,8,-22,-7,4,1
Alagoas,2020-03-08,2,5,-21,-13,1,3
Alagoas,2020-03-09,-4,3,-16,-4,16,0
Alagoas,2020-03-10,-2,2,-16,-3,15,-1
Alagoas,2020-03-11,-1,-2,-15,-2,15,-1
Alagoas,2020-03-12,-5,-4,-14,-5,14,0
Alagoas,2020-03-13,-5,-1,-27,-5,17,0
Alagoas,2020-03-14,-6,2,-27,-8,4,2
Alagoas,2020-03-15,-17,-4,-37,-20,-3,4
Alagoas,2020-03-16,-13,-2,-31,-12,12,1
Alagoas,2020-03-17,-14,0,-26,-11,8,1
Alagoas,2020-03-18,-23,-9,-36,-21,-7,6
Alagoas,2020-03-19,-25,-7,-25,-22,-7,6
Alagoas,2020-03-20,-31,1,-42,-26,-9,8
Alagoas,2020-03-21,-65,-18,-61,-41,-29,13
Alagoas,2020-03-22,-75,-35,-73,-56,-31,15
Alagoas,2020-03-23,-71,-34,-64,-59,-46,18
Alagoas,2020-03-24,-73,-40,-64,-64,-51,18
Alagoas,2020-03-25,-71,-37,-62,-64,-50,18
Alagoas,2020-03-26,-69,-35,-57,-65,-49,17
Alagoas,2020-03-27,-71,-35,-66,-68,-47,20
Alagoas,2020-03-28,-70,-32,-67,-69,-38,16
Alagoas,2020-03-29,-77,-43,-79,-76,-35,17
Alagoas,2020-03-30,-63,-25,-60,-65,-42,16
Alagoas,2020-03-31,-61,-23,-57,-62,-42,15
Alagoas,2020-04-01,-60,-23,-55,-61,-42,15
Alagoas,2020-04-02,-62,-23,-54,-64,-42,16
Alagoas,2020-04-03,-63,-20,-61,-64,-38,17
Alagoas,2020-04-04,-64,-18,-64,-68,-31,13
Alagoas,2020-04-05,-69,-27,-68,-71,-26,14
Alagoas,2020-04-06,-59,-15,-57,-63,-37,15
Alagoas,2020-04-07,-55,-9,-52,-58,-37,13
Alagoas,2020-04-08,-54,-5,-47,-59,-37,13
Alagoas,2020-04-09,-53,7,-42,-58,-40,12
Alagoas,2020-04-10,-77,-42,-62,-76,-63,18
Alagoas,2020-04-11,-62,-14,-59,-69,-34,13
Alagoas,2020-04-12,-67,-21,-64,-68,-22,12
Alagoas,2020-04-13,-56,-17,-53,-62,-35,14
Alagoas,2020-04-14,-56,-20,-51,-62,-36,14
Alagoas,2020-04-15,-55,-18,-48,-60,-35,14
Alagoas,2020-04-16,-61,-20,-48,-61,-37,15
Alagoas,2020-04-17,-60,-14,-54,-58,-33,16
Alagoas,2020-04-18,-64,-19,-60,-65,-28,12
Alagoas,2020-04-19,-70,-28,-66,-70,-23,13
Alagoas,2020-04-20,-58,-15,-49,-60,-35,14
Alagoas,2020-04-21,-69,-37,-53,-71,-57,18
Alagoas,2020-04-22,-58,-22,-49,-59,-33,13
Alagoas,2020-04-23,-59,-22,-45,-63,-34,14
Alagoas,2020-04-24,-64,-26,-59,-63,-33,16
Alagoas,2020-04-25,-62,-20,-61,-65,-25,13
Alagoas,2020-04-26,-73,-38,-74,-74,-28,15
Alagoas,2020-04-27,-59,-20,-53,-61,-31,14
Alagoas,2020-04-28,-58,-21,-51,-61,-34,11
Alagoas,2020-04-29,-56,-19,-47,-57,-33,13
Alagoas,2020-04-30,-54,-14,-50,-57,-34,13
Alagoas,2020-05-01,-74,-34,-64,-72,-60,21
Alagoas,2020-05-02,-60,-15,-62,-64,-28,13
Alagoas,2020-05-03,-68,-26,-66,-68,-21,13
Alagoas,2020-05-04,-55,-13,-54,-60,-32,14
Alagoas,2020-05-05,-54,-11,-50,-58,-33,13
Alagoas,2020-05-06,-53,-13,-49,-53,-33,14
Alagoas,2020-05-07,-55,-11,-48,-54,-34,14
Alagoas,2020-05-08,-55,-7,-55,-52,-30,15
Alagoas,2020-05-09,-56,-3,-60,-60,-23,13
Alagoas,2020-05-10,-67,-18,-71,-68,-9,12
Alagoas,2020-05-11,-58,-19,-57,-56,-34,15
Alagoas,2020-05-12,-58,-21,-57,-55,-35,14
Alagoas,2020-05-13,-57,-23,-54,-56,-35,15
Alagoas,2020-05-14,-58,-22,-51,-57,-36,14
Alagoas,2020-05-15,-59,-18,-59,-56,-33,17
Alagoas,2020-05-16,-62,-19,-64,-62,-26,14
Alagoas,2020-05-17,-71,-30,-72,-72,-23,16
Alagoas,2020-05-18,-58,-21,-59,-59,-34,16
Alagoas,2020-05-19,-58,-20,-59,-56,-36,15
Alagoas,2020-05-20,-58,-21,-60,-59,-37,16
Alagoas,2020-05-21,-59,-21,-54,-58,-37,16
Alagoas,2020-05-22,-60,-18,-61,-57,-33,17
Alagoas,2020-05-23,-62,-18,-66,-64,-25,15
Alagoas,2020-05-24,-73,-36,-77,-74,-26,17
Alagoas,2020-05-25,-57,-18,-58,-57,-34,16
Alagoas,2020-05-26,-58,-21,-58,-56,-35,15
Alagoas,2020-05-27,-54,-17,-53,-54,-34,15
Alagoas,2020-05-28,-56,-16,-50,-54,-34,15
Alagoas,2020-05-29,-56,-10,-60,-53,-31,16
Alagoas,2020-05-30,-63,-22,-71,-67,-26,15
Alagoas,2020-05-31,-69,-26,-75,-72,-21,16
Alagoas,2020-06-01,-53,-8,-57,-53,-31,14
Alagoas,2020-06-02,-51,-9,-55,-49,-31,14
Alagoas,2020-06-03,-50,-11,-53,-52,-31,14
Alagoas,2020-06-04,-52,-11,-49,-50,-31,14
Alagoas,2020-06-05,-51,-3,-56,-48,-28,15
Alagoas,2020-06-06,-54,-5,-60,-55,-19,13
Alagoas,2020-06-07,-65,-18,-69,-66,-15,14
Alagoas,2020-06-08,-49,-5,-55,-51,-29,14
Alagoas,2020-06-09,-52,-13,-57,-51,-31,14
Alagoas,2020-06-10,-43,-4,-48,-48,-28,13
Alagoas,2020-06-11,-60,-19,-52,-62,-51,18
Alagoas,2020-06-12,-45,8,-52,-47,-26,14
Alagoas,2020-06-13,-60,-20,-67,-64,-21,14
Alagoas,2020-06-14,-68,-29,-73,-68,-16,15
Alagoas,2020-06-15,-58,-23,-65,-58,-32,16
Alagoas,2020-06-16,-49,-8,-54,-50,-29,13
Alagoas,2020-06-17,-49,-12,-52,-50,-28,14
Alagoas,2020-06-18,-51,-12,-47,-51,-28,13
Alagoas,2020-06-19,-53,-11,-57,-52,-26,15
Alagoas,2020-06-20,-54,-6,-60,-56,-13,12
Alagoas,2020-06-21,-64,-21,-65,-65,-9,13
Alagoas,2020-06-22,-49,-9,-52,-51,-27,14
Alagoas,2020-06-23,-46,3,-44,-47,-25,11
Alagoas,2020-06-24,-61,-29,-51,-62,-43,15
Alagoas,2020-06-25,-49,-9,-46,-51,-28,13
Alagoas,2020-06-26,-51,-5,-54,-50,-24,14
Alagoas,2020-06-27,-54,-5,-59,-58,-15,12
Alagoas,2020-06-28,-64,-14,-64,-64,-6,13
Alagoas,2020-06-29,-56,-18,-55,-60,-38,15
Alagoas,2020-06-30,-44,2,-48,-46,-25,11
Alagoas,2020-07-01,-43,2,-46,-46,-25,12
Alagoas,2020-07-02,-44,2,-42,-45,-25,12
Alagoas,2020-07-03,-45,4,-48,-46,-21,13
Alagoas,2020-07-04,-47,5,-51,-53,-11,11
Alagoas,2020-07-05,-65,-21,-72,-64,-15,14
Alagoas,2020-07-06,-43,4,-47,-45,-23,12
Alagoas,2020-07-07,-40,7,-43,-42,-25,11
Alagoas,2020-07-08,-40,2,-39,-43,-23,11
Alagoas,2020-07-09,-44,-2,-40,-44,-24,12
Alagoas,2020-07-10,-44,2,-49,-43,-20,13
