region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Ceará,2020-04-04,-72,-21,-68,-65,-41,17
Ceará,2020-04-05,-74,-28,-70,-66,-31,15
Ceará,2020-04-06,-64,-19,-56,-62,-46,18
Ceará,2020-04-07,-62,-13,-53,-61,-48,17
Ceará,2020-04-08,-62,-14,-50,-62,-49,18
Ceará,2020-04-09,-61,-6,-48,-62,-53,17
Ceará,2020-04-10,-80,-41,-61,-76,-72,24
Ceará,2020-04-11,-72,-24,-66,-66,-44,18
Ceará,2020-04-12,-73,-29,-70,-67,-30,14
Ceará,2020-04-13,-65,-27,-57,-64,-47,19
Ceará,2020-04-14,-64,-24,-55,-63,-48,18
Ceará,2020-04-15,-65,-25,-54,-64,-49,19
Ceará,2020-04-16,-67,-21,-51,-63,-49,19
Ceará,2020-04-17,-68,-19,-55,-62,-47,21
Ceará,2020-04-18,-74,-23,-66,-62,-37,17
Ceará,2020-04-19,-76,-29,-67,-65,-28,15
Ceará,2020-04-20,-67,-22,-53,-62,-46,18
Ceará,2020-04-21,-78,-40,-62,-75,-67,23
Ceará,2020-04-22,-67,-25,-53,-62,-47,18
Ceará,2020-04-23,-68,-26,-53,-63,-48,18
Ceará,2020-04-24,-70,-23,-57,-63,-46,20
Ceará,2020-04-25,-74,-25,-66,-63,-37,17
Ceará,2020-04-26,-76,-30,-68,-66,-28,15
Ceará,2020-04-27,-69,-27,-56,-63,-44,18
Ceará,2020-04-28,-66,-19,-51,-61,-46,15
Ceará,2020-04-29,-65,-19,-48,-61,-46,18
Ceará,2020-04-30,-62,-6,-47,-60,-46,16
Ceará,2020-05-01,-78,-34,-58,-73,-66,24
Ceará,2020-05-02,-72,-14,-64,-63,-37,17
Ceará,2020-05-03,-75,-25,-68,-66,-26,15
Ceará,2020-05-04,-65,-16,-54,-62,-43,18
Ceará,2020-05-05,-64,-9,-51,-60,-45,17
Ceará,2020-05-06,-63,-8,-48,-59,-46,18
Ceará,2020-05-07,-62,0,-47,-58,-46,18
Ceará,2020-05-08,-71,-17,-57,-64,-47,21
Ceará,2020-05-09,-75,-20,-67,-65,-39,19
Ceará,2020-05-10,-75,-23,-70,-66,-19,15
Ceará,2020-05-11,-71,-25,-57,-65,-47,20
Ceará,2020-05-12,-69,-22,-56,-63,-49,20
Ceará,2020-05-13,-69,-27,-55,-64,-49,21
Ceará,2020-05-14,-69,-28,-56,-65,-50,20
Ceará,2020-05-15,-72,-27,-61,-66,-48,22
Ceará,2020-05-16,-76,-29,-71,-68,-39,20
Ceará,2020-05-17,-77,-29,-73,-69,-25,17
Ceará,2020-05-18,-69,-25,-57,-65,-45,20
Ceará,2020-05-19,-68,-22,-61,-64,-47,20
Ceará,2020-05-20,-68,-19,-78,-62,-47,20
Ceará,2020-05-21,-68,-20,-78,-63,-48,21
Ceará,2020-05-22,-69,-18,-80,-61,-44,21
Ceará,2020-05-23,-74,-21,-84,-63,-34,18
Ceará,2020-05-24,-77,-26,-83,-66,-22,16
Ceará,2020-05-25,-67,-19,-79,-61,-42,20
Ceará,2020-05-26,-66,-16,-79,-61,-44,18
Ceará,2020-05-27,-68,-18,-78,-64,-49,20
Ceará,2020-05-28,-68,-19,-77,-65,-50,21
Ceará,2020-05-29,-65,-8,-79,-58,-40,20
Ceará,2020-05-30,-70,-8,-82,-58,-27,16
Ceará,2020-05-31,-75,-18,-83,-63,-15,15
Ceará,2020-06-01,-61,-6,-79,-55,-35,17
Ceará,2020-06-02,-59,-4,-78,-53,-37,17
Ceará,2020-06-03,-59,-6,-77,-53,-37,17
Ceará,2020-06-04,-58,-6,-77,-52,-38,17
Ceará,2020-06-05,-58,2,-78,-51,-33,17
Ceará,2020-06-06,-64,-1,-81,-50,-22,15
Ceará,2020-06-07,-72,-18,-81,-61,-14,15
Ceará,2020-06-08,-51,-4,-78,-49,-30,15
Ceará,2020-06-09,-50,-4,-78,-49,-33,16
Ceará,2020-06-10,-48,-3,-76,-47,-33,16
Ceará,2020-06-11,-52,-13,-75,-53,-42,18
Ceará,2020-06-12,-46,5,-76,-47,-31,16
Ceará,2020-06-13,-56,-6,-80,-49,-18,14
Ceará,2020-06-14,-64,-13,-79,-55,-6,13
Ceará,2020-06-15,-50,-8,-77,-49,-29,15
Ceará,2020-06-16,-48,-4,-76,-46,-31,15
Ceará,2020-06-17,-49,-11,-76,-48,-32,16
Ceará,2020-06-18,-47,-7,-73,-47,-32,15
Ceará,2020-06-19,-49,-3,-75,-44,-28,15
Ceará,2020-06-20,-53,-1,-78,-45,-14,13
Ceará,2020-06-21,-61,-11,-75,-53,-5,13
Ceará,2020-06-22,-47,-7,-74,-45,-28,15
Ceará,2020-06-23,-44,-1,-71,-43,-30,14
Ceará,2020-06-24,-45,-7,-72,-44,-31,15
Ceará,2020-06-25,-44,-3,-72,-44,-30,15
Ceará,2020-06-26,-46,0,-74,-40,-26,15
Ceará,2020-06-27,-50,0,-76,-42,-14,13
Ceará,2020-06-28,-57,-7,-73,-49,-3,11
Ceará,2020-06-29,-46,-6,-73,-44,-25,14
Ceará,2020-06-30,-39,9,-70,-40,-27,13
