"name","workers","workers_risk","workers_risk_percentage","score","group","group_color"
"Produção de mudas e outras formas de propagação vegetal, certificadas","4656","392","8.419243986254296","33.308848797250874","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Criação de bovinos","364275","121079","33.238350147553355","39.781134216365786","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Criação de outros animais de grande porte","7976","3222","40.39618856569709","45.180667001003","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Criação de caprinos e ovinos","1809","649","35.87617468214483","40.98009950248757","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Criação de suínos","28117","16335","58.0965252338443","50.32817631089139","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Criação de aves","102211","57472","56.22878163798417","52.61834505744655","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Criação de animais não especificados anteriormente","5711","2525","44.21292243039748","49.58197630304092","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Atividades de apoio à agricultura","97956","12924","13.193678794560823","35.26046728463121","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Atividades de apoio à pecuária","24037","7480","31.118692016474604","42.05838221630543","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Atividades de pós-colheita","7572","854","11.278394083465399","46.142190526501174","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Caça e serviços relacionados","15","9","60","51.733333333333334","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Produção florestal - florestas plantadas","61204","4308","7.038755636886478","40.587499727686655","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Produção florestal - florestas nativas","5340","546","10.224719101123595","45.93245942571783","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Atividades de apoio à produção florestal","32464","2221","6.841424346968951","41.50385041892556","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Pesca em água salgada","6205","443","7.139403706688155","42.705613752350246","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Pesca em água doce","600","212","35.333333333333336","48.20055555555554","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Aqüicultura em água salgada e salobra","6569","1873","28.51271121936368","49.73532247424773","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Aqüicultura em água doce","6297","2617","41.55947276480864","48.95452861150814","Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura","#10540a"
"Extração de carvão mineral","3813","236","6.189352216102806","50.0889063729347","Indústrias Extrativas","#4acc3b"
"Extração de petróleo e gás natural","23058","1209","5.243299505594588","48.170309653916206","Indústrias Extrativas","#4acc3b"
"Extração de minério de ferro","48700","3317","6.8110882956878855","47.55549623545518","Indústrias Extrativas","#4acc3b"
"Extração de minério de alumínio","3971","231","5.8171745152354575","47.86493746327538","Indústrias Extrativas","#4acc3b"
"Extração de minério de estanho","1358","125","9.204712812960237","48.08762886597937","Indústrias Extrativas","#4acc3b"
"Extração de minério de manganês","948","87","9.177215189873419","47.805203938115355","Indústrias Extrativas","#4acc3b"
"Extração de minério de metais preciosos","14550","1111","7.63573883161512","48.25903780068732","Indústrias Extrativas","#4acc3b"
"Extração de minerais radioativos","18","2","11.11111111111111","52.129629629629626","Indústrias Extrativas","#4acc3b"
"Extração de minerais metálicos não-ferrosos não especificados anteriormente","12349","832","6.737387642724108","48.02102734364458","Indústrias Extrativas","#4acc3b"
"Extração de pedra, areia e argila","58364","6171","10.57329860873141","47.530623900577936","Indústrias Extrativas","#4acc3b"
"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos","4651","406","8.7293055256934","46.082562889701094","Indústrias Extrativas","#4acc3b"
"Extração e refino de sal marinho e sal-gema","4902","496","10.118319053447571","49.80307357541139","Indústrias Extrativas","#4acc3b"
"Extração de gemas (pedras preciosas e semipreciosas)","1357","175","12.896094325718495","48.51535249324489","Indústrias Extrativas","#4acc3b"
"Extração de minerais não-metálicos não especificados anteriormente","10277","909","8.844993675197042","47.68340306834031","Indústrias Extrativas","#4acc3b"
"Atividades de apoio à extração de petróleo e gás natural","20469","3347","16.35155601152963","50.710489032195014","Indústrias Extrativas","#4acc3b"
"Atividades de apoio à extração de minerais, exceto petróleo e gás natural","3737","450","12.041744715012042","47.63901525287663","Indústrias Extrativas","#4acc3b"
"Abate de reses, exceto suínos","133775","8288","6.195477480844702","49.331830810440444","Indústrias de Transformação","#314b6b"
"Abate de suínos, aves e outros pequenos animais","284847","16200","5.6872636889277395","49.565094009532615","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de carne","65192","5165","7.922751257823046","47.92573219617948","Indústrias de Transformação","#314b6b"
"Preservação do pescado e fabricação de produtos do pescado","18552","1889","10.182190599396291","46.83802285467874","Indústrias de Transformação","#314b6b"
"Fabricação de conservas de frutas","23460","2461","10.490196078431373","48.58458368854785","Indústrias de Transformação","#314b6b"
"Fabricação de conservas de legumes e outros vegetais","8335","905","10.857828434313136","48.48354329134172","Indústrias de Transformação","#314b6b"
"Fabricação de sucos de frutas, hortaliças e legumes","19398","2601","13.408598824621096","48.565625322198166","Indústrias de Transformação","#314b6b"
"Fabricação de óleos vegetais em bruto, exceto óleo de milho","22036","2300","10.437465964784899","46.650178495794805","Indústrias de Transformação","#314b6b"
"Fabricação de óleos vegetais refinados, exceto óleo de milho","8031","954","11.878968995143818","47.75362138380435","Indústrias de Transformação","#314b6b"
"Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais","3964","488","12.31079717457114","50.0369155734948","Indústrias de Transformação","#314b6b"
"Preparação do leite","13463","1800","13.369976973928546","47.25791675951367","Indústrias de Transformação","#314b6b"
"Fabricação de laticínios","80512","8825","10.961098966613672","46.28329938394275","Indústrias de Transformação","#314b6b"
"Fabricação de sorvetes e outros gelados comestíveis","24960","5652","22.64423076923077","50.57568108974358","Indústrias de Transformação","#314b6b"
"Beneficiamento de arroz e fabricação de produtos do arroz","21761","2818","12.94977252883599","47.76744328538817","Indústrias de Transformação","#314b6b"
"Moagem de trigo e fabricação de derivados","22373","2692","12.032360434452242","48.322099554522566","Indústrias de Transformação","#314b6b"
"Fabricação de farinha de mandioca e derivados","4124","415","10.063045586808924","46.29817329453607","Indústrias de Transformação","#314b6b"
"Fabricação de farinha de milho e derivados, exceto óleos de milho","8337","935","11.215065371236657","48.59641757626644","Indústrias de Transformação","#314b6b"
"Fabricação de amidos e féculas de vegetais e de óleos de milho","8602","848","9.858172518019066","47.73413159730294","Indústrias de Transformação","#314b6b"
"Fabricação de alimentos para animais","55781","7925","14.20734658754773","48.79442223457214","Indústrias de Transformação","#314b6b"
"Moagem e fabricação de produtos de origem vegetal não especificados anteriormente","20949","2249","10.735595971168074","48.102662020462354","Indústrias de Transformação","#314b6b"
"Fabricação de açúcar em bruto","255009","11459","4.493566893717476","37.53065185934612","Indústrias de Transformação","#314b6b"
"Fabricação de açúcar refinado","2017","176","8.72583044124938","39.19847959015042","Indústrias de Transformação","#314b6b"
"Torrefação e moagem de café","17283","2978","17.230804837123184","50.14760168952148","Indústrias de Transformação","#314b6b"
"Fabricação de produtos à base de café","2646","272","10.279667422524566","46.842277651801446","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de panificação","147982","52064","35.18265735021827","53.827035270055376","Indústrias de Transformação","#314b6b"
"Fabricação de biscoitos e bolachas","47190","5396","11.434625980080526","48.15944055944058","Indústrias de Transformação","#314b6b"
"Fabricação de produtos derivados do cacau, de chocolates e confeitos","35130","2905","8.269285510959294","46.67375462567603","Indústrias de Transformação","#314b6b"
"Fabricação de massas alimentícias","47244","7290","15.430530861061722","49.30815200519289","Indústrias de Transformação","#314b6b"
"Fabricação de especiarias, molhos, temperos e condimentos","13070","1697","12.983932670237182","48.85988268298897","Indústrias de Transformação","#314b6b"
"Fabricação de alimentos e pratos prontos","12909","3638","28.18188860484933","52.45252666098582","Indústrias de Transformação","#314b6b"
"Fabricação de produtos alimentícios não especificados anteriormente","93587","13416","14.33532435060425","48.697725111393545","Indústrias de Transformação","#314b6b"
"Fabricação de aguardentes e outras bebidas destiladas","9513","1175","12.35151897403553","47.09236483408667","Indústrias de Transformação","#314b6b"
"Fabricação de vinho","5808","848","14.600550964187327","46.646235078053266","Indústrias de Transformação","#314b6b"
"Fabricação de malte, cervejas e chopes","38082","2764","7.258022162701538","48.53996638831994","Indústrias de Transformação","#314b6b"
"Fabricação de águas envasadas","19610","2306","11.759306476287607","48.62520822709502","Indústrias de Transformação","#314b6b"
"Fabricação de refrigerantes e de outras bebidas não-alcoólicas","45970","5920","12.877963889493147","48.93282575592773","Indústrias de Transformação","#314b6b"
"Processamento industrial do fumo","4030","390","9.67741935483871","47.36344086021503","Indústrias de Transformação","#314b6b"
"Fabricação de produtos do fumo","5434","508","9.348546190651454","50.00944669365723","Indústrias de Transformação","#314b6b"
"Preparação e fiação de fibras de algodão","20305","1185","5.836000984979069","47.43545924649102","Indústrias de Transformação","#314b6b"
"Preparação e fiação de fibras têxteis naturais, exceto algodão","5796","464","8.005521048999311","47.67592592592594","Indústrias de Transformação","#314b6b"
"Fiação de fibras artificiais e sintéticas","9489","593","6.249341342607229","48.40225524291284","Indústrias de Transformação","#314b6b"
"Fabricação de linhas para costurar e bordar","5200","325","6.25","48.071858974358996","Indústrias de Transformação","#314b6b"
"Tecelagem de fios de algodão","26027","1445","5.551926845199216","47.31891241147012","Indústrias de Transformação","#314b6b"
"Tecelagem de fios de fibras têxteis naturais, exceto algodão","2325","160","6.881720430107527","46.95125448028673","Indústrias de Transformação","#314b6b"
"Tecelagem de fios de fibras artificiais e sintéticas","15662","978","6.244413229472609","45.541650704465155","Indústrias de Transformação","#314b6b"
"Fabricação de tecidos de malha","24007","2160","8.997375765401758","45.90770747420891","Indústrias de Transformação","#314b6b"
"Acabamentos em fios, tecidos e artefatos têxteis","36474","2462","6.750013708395021","47.30575204255086","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos têxteis para uso doméstico","41559","3934","9.466060299814721","47.023484684424496","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos de tapeçaria","6307","578","9.164420485175203","46.12462343427933","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos de cordoaria","3341","332","9.937144567494762","48.14207323156738","Indústrias de Transformação","#314b6b"
"Fabricação de tecidos especiais, inclusive artefatos","12976","1349","10.396115906288534","47.02689580764491","Indústrias de Transformação","#314b6b"
"Fabricação de outros produtos têxteis não especificados anteriormente","42578","3119","7.325379303865846","46.17293751076456","Indústrias de Transformação","#314b6b"
"Confecção de roupas íntimas","70598","6265","8.874189070511912","46.104889656930744","Indústrias de Transformação","#314b6b"
"Confecção de peças do vestuário, exceto roupas íntimas","413632","40589","9.812828794677394","46.302421798442374","Indústrias de Transformação","#314b6b"
"Confecção de roupas profissionais","22428","2787","12.426431246655966","46.970617085785626","Indústrias de Transformação","#314b6b"
"Fabricação de acessórios do vestuário, exceto para segurança e proteção","12257","1110","9.056049604307741","46.09039732397808","Indústrias de Transformação","#314b6b"
"Fabricação de meias","9595","370","3.8561750911933297","45.91638005905858","Indústrias de Transformação","#314b6b"
"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias","13069","1335","10.215012625296502","45.68148544902687","Indústrias de Transformação","#314b6b"
"Curtimento e outras preparações de couro","32800","1793","5.466463414634147","45.29593495934959","Indústrias de Transformação","#314b6b"
"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material","11256","958","8.511016346837243","45.595386164415984","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos de couro não especificados anteriormente","8266","820","9.920154851197676","46.52306637632064","Indústrias de Transformação","#314b6b"
"Fabricação de calçados de couro","143857","5239","3.641810965055576","43.945997298242936","Indústrias de Transformação","#314b6b"
"Fabricação de tênis de qualquer material","17018","731","4.295451874485838","43.238531750695316","Indústrias de Transformação","#314b6b"
"Fabricação de calçados de material sintético","61169","2364","3.864702708888489","45.83867100437582","Indústrias de Transformação","#314b6b"
"Fabricação de calçados de materiais não especificados anteriormente","31048","1717","5.530146869363566","42.228291677402744","Indústrias de Transformação","#314b6b"
"Fabricação de partes para calçados, de qualquer material","20021","1150","5.7439688327256375","44.00745883489004","Indústrias de Transformação","#314b6b"
"Desdobramento de madeira","61752","4235","6.858077471175022","45.27241222956341","Indústrias de Transformação","#314b6b"
"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada","37286","2115","5.672370326664163","45.89407999427846","Indústrias de Transformação","#314b6b"
"Fabricação de estruturas de madeira e de artigos de carpintaria para construção","25136","2211","8.796148949713558","46.638433587948235","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos de tanoaria e de embalagens de madeira","13897","862","6.202777577894509","45.16994075459934","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis","22684","2131","9.394286721918533","45.914668194909794","Indústrias de Transformação","#314b6b"
"Fabricação de celulose e outras pastas para a fabricação de papel","18074","1299","7.1871196193427025","47.08725240677219","Indústrias de Transformação","#314b6b"
"Fabricação de papel","39877","2616","6.560172530531385","48.07529820865837","Indústrias de Transformação","#314b6b"
"Fabricação de cartolina e papel-cartão","3607","204","5.655669531466593","48.53137417983548","Indústrias de Transformação","#314b6b"
"Fabricação de embalagens de papel","21071","1932","9.169000047458592","47.31495103855218","Indústrias de Transformação","#314b6b"
"Fabricação de embalagens de cartolina e papel-cartão","8931","659","7.37879296831262","45.21472026275521","Indústrias de Transformação","#314b6b"
"Fabricação de chapas e de embalagens de papelão ondulado","32840","2704","8.23386114494519","47.054760454729994","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório","19824","2602","13.125504439063763","47.11380145278448","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de papel para usos doméstico e higiênico-sanitário","16623","1359","8.175419599350297","47.42364996290275","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente","11265","949","8.424323124722592","47.66196182867288","Indústrias de Transformação","#314b6b"
"Impressão de jornais, livros, revistas e outras publicações periódicas","18930","2714","14.337031167459061","46.098450431414","Indústrias de Transformação","#314b6b"
"Impressão de material de segurança","9610","2406","25.036420395421437","48.750953867499135","Indústrias de Transformação","#314b6b"
"Impressão de materiais para outros usos","49204","9270","18.839931712868875","46.89301005338326","Indústrias de Transformação","#314b6b"
"Serviços de pré-impressão","12739","3018","23.69102755318314","48.49975141952529","Indústrias de Transformação","#314b6b"
"Serviços de acabamentos gráficos","7425","1382","18.612794612794612","47.15227833894499","Indústrias de Transformação","#314b6b"
"Reprodução de materiais gravados em qualquer suporte","1354","263","19.423929098966028","51.307483998030534","Indústrias de Transformação","#314b6b"
"Coquerias","555","29","5.225225225225225","47.551951951951956","Indústrias de Transformação","#314b6b"
"Fabricação de produtos do refino de petróleo","23805","1153","4.843520268851082","47.56114261709726","Indústrias de Transformação","#314b6b"
"Fabricação de produtos derivados do petróleo, exceto produtos do refino","5571","767","13.767725722491475","47.82678154729847","Indústrias de Transformação","#314b6b"
"Fabricação de álcool","106609","6524","6.119558386252568","40.65198060201294","Indústrias de Transformação","#314b6b"
"Fabricação de biocombustíveis, exceto álcool","2854","359","12.578836720392431","49.124970801214666","Indústrias de Transformação","#314b6b"
"Fabricação de cloro e álcalis","1178","96","8.149405772495756","49.43067345783816","Indústrias de Transformação","#314b6b"
"Fabricação de intermediários para fertilizantes","4033","354","8.777584924373915","48.34374741714189","Indústrias de Transformação","#314b6b"
"Fabricação de adubos e fertilizantes","29165","4113","14.10252014400823","48.7767186696382","Indústrias de Transformação","#314b6b"
"Fabricação de gases industriais","4630","755","16.30669546436285","49.90453563714902","Indústrias de Transformação","#314b6b"
"Fabricação de produtos químicos inorgânicos não especificados anteriormente","8661","844","9.744833160143171","48.598622176038155","Indústrias de Transformação","#314b6b"
"Fabricação de produtos petroquímicos básicos","5646","409","7.244066595820049","48.34360609280901","Indústrias de Transformação","#314b6b"
"Fabricação de intermediários para plastificantes, resinas e fibras","1634","144","8.812729498164016","47.38412892696861","Indústrias de Transformação","#314b6b"
"Fabricação de produtos químicos orgânicos não especificados anteriormente","13074","1057","8.084748355514762","48.07345367395846","Indústrias de Transformação","#314b6b"
"Fabricação de resinas termoplásticas","7688","506","6.581685744016649","48.553026361429026","Indústrias de Transformação","#314b6b"
"Fabricação de resinas termofixas","2661","332","12.47651258925216","48.692471501941654","Indústrias de Transformação","#314b6b"
"Fabricação de elastômeros","1028","100","9.72762645914397","46.57457846952014","Indústrias de Transformação","#314b6b"
"Fabricação de fibras artificiais e sintéticas","2999","178","5.9353117705901965","47.37512504168054","Indústrias de Transformação","#314b6b"
"Fabricação de defensivos agrícolas","7562","652","8.622057656704575","46.891386758353136","Indústrias de Transformação","#314b6b"
"Fabricação de desinfestantes domissanitários","1716","212","12.354312354312354","47.894133644133696","Indústrias de Transformação","#314b6b"
"Fabricação de sabões e detergentes sintéticos","22322","2328","10.429173013170862","47.84781829585164","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de limpeza e polimento","20087","2626","13.073131876337929","47.86563448996857","Indústrias de Transformação","#314b6b"
"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal","47185","6036","12.792200911306558","48.43717283034869","Indústrias de Transformação","#314b6b"
"Fabricação de tintas, vernizes, esmaltes e lacas","24661","2919","11.83650298041442","48.59423110714621","Indústrias de Transformação","#314b6b"
"Fabricação de tintas de impressão","1855","240","12.93800539083558","48.31105121293801","Indústrias de Transformação","#314b6b"
"Fabricação de impermeabilizantes, solventes e produtos afins","3608","510","14.135254988913527","48.70177383592016","Indústrias de Transformação","#314b6b"
"Fabricação de adesivos e selantes","5928","798","13.461538461538462","48.14884165542061","Indústrias de Transformação","#314b6b"
"Fabricação de explosivos","6622","491","7.414678344910904","48.44498137521387","Indústrias de Transformação","#314b6b"
"Fabricação de aditivos de uso industrial","10062","1321","13.128602663486385","48.30143112701249","Indústrias de Transformação","#314b6b"
"Fabricação de catalisadores","524","29","5.534351145038168","46.12150127226463","Indústrias de Transformação","#314b6b"
"Fabricação de produtos químicos não especificados anteriormente","35838","4114","11.479435236341313","48.286344104023705","Indústrias de Transformação","#314b6b"
"Fabricação de produtos farmoquímicos","4965","993","20","52.42759315206449","Indústrias de Transformação","#314b6b"
"Fabricação de medicamentos para uso humano","83273","18537","22.260516614028557","52.99406770501848","Indústrias de Transformação","#314b6b"
"Fabricação de medicamentos para uso veterinário","10071","2583","25.647899910634496","53.78512560818185","Indústrias de Transformação","#314b6b"
"Fabricação de preparações farmacêuticas","3392","1150","33.903301886792455","57.21128144654093","Indústrias de Transformação","#314b6b"
"Fabricação de pneumáticos e de câmaras-de-ar","28845","1210","4.194834460045069","45.86638932223954","Indústrias de Transformação","#314b6b"
"Reforma de pneumáticos usados","16181","2781","17.18682405290155","52.021692108027885","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos de borracha não especificados anteriormente","45898","3222","7.019913721730794","45.20225282147374","Indústrias de Transformação","#314b6b"
"Fabricação de laminados planos e tubulares de material plástico","16000","1604","10.025","47.69485416666662","Indústrias de Transformação","#314b6b"
"Fabricação de embalagens de material plástico","117235","8520","7.267454258540538","47.145292219331544","Indústrias de Transformação","#314b6b"
"Fabricação de tubos e acessórios de material plástico para uso na construção","10682","616","5.766710353866317","47.13109280409412","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos de material plástico não especificados anteriormente","169562","14666","8.649343602929902","46.797822232182504","Indústrias de Transformação","#314b6b"
"Fabricação de vidro plano e de segurança","18120","1950","10.76158940397351","47.14946651949965","Indústrias de Transformação","#314b6b"
"Fabricação de embalagens de vidro","7130","542","7.6016830294530155","46.94581580177653","Indústrias de Transformação","#314b6b"
"Fabricação de artigos de vidro","15998","2097","13.107888486060757","48.72223611284746","Indústrias de Transformação","#314b6b"
"Fabricação de cimento","12907","1093","8.468273030138684","48.749102554169546","Indústrias de Transformação","#314b6b"
"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","96932","10511","10.843684232245284","46.95627862831678","Indústrias de Transformação","#314b6b"
"Fabricação de produtos cerâmicos refratários","8522","630","7.392630837831494","45.52800594539625","Indústrias de Transformação","#314b6b"
"Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção","102504","6426","6.2690236478576455","44.89025143734226","Indústrias de Transformação","#314b6b"
"Fabricação de produtos cerâmicos não-refratários não especificados anteriormente","21637","1169","5.402782271109674","41.10120010475883","Indústrias de Transformação","#314b6b"
"Aparelhamento e outros trabalhos em pedras","45237","6056","13.387271481309549","48.21199460618521","Indústrias de Transformação","#314b6b"
"Fabricação de cal e gesso","7541","645","8.55324227556027","47.22561110374401","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de minerais não-metálicos não especificados anteriormente","21325","2052","9.62250879249707","47.05045720984767","Indústrias de Transformação","#314b6b"
"Produção de ferro-gusa","11550","678","5.87012987012987","44.35440115440116","Indústrias de Transformação","#314b6b"
"Produção de ferroligas","8182","690","8.433145930090442","46.16116678888616","Indústrias de Transformação","#314b6b"
"Produção de semi-acabados de aço","6554","381","5.8132438205675925","47.08188383684263","Indústrias de Transformação","#314b6b"
"Produção de laminados planos de aço","32115","1547","4.81706367740931","49.384379054439755","Indústrias de Transformação","#314b6b"
"Produção de laminados longos de aço","26938","1415","5.252802732199866","46.16818868017913","Indústrias de Transformação","#314b6b"
"Produção de relaminados, trefilados e perfilados de aço","12088","1167","9.654202514890802","46.53557246856388","Indústrias de Transformação","#314b6b"
"Produção de tubos de aço com costura","8746","941","10.759204207637778","46.54912722006245","Indústrias de Transformação","#314b6b"
"Produção de outros tubos de ferro e aço","2134","217","10.168697282099345","46.76897844423619","Indústrias de Transformação","#314b6b"
"Metalurgia do alumínio e suas ligas","21053","1569","7.452619579157364","46.563340141547506","Indústrias de Transformação","#314b6b"
"Metalurgia dos metais preciosos","804","82","10.199004975124378","46.56135986733001","Indústrias de Transformação","#314b6b"
"Metalurgia do cobre","5089","255","5.01080762428768","45.70079255911439","Indústrias de Transformação","#314b6b"
"Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente","12777","1181","9.243171323471863","46.17244527927783","Indústrias de Transformação","#314b6b"
"Fundição de ferro e aço","44361","2235","5.038209237844052","45.070632612730414","Indústrias de Transformação","#314b6b"
"Fundição de metais não-ferrosos e suas ligas","12941","861","6.653272544625609","44.37740514643382","Indústrias de Transformação","#314b6b"
"Fabricação de estruturas metálicas","44210","9487","21.458945939832617","47.675676694563876","Indústrias de Transformação","#314b6b"
"Fabricação de esquadrias de metal","49237","10488","21.301054085342326","46.524233130911135","Indústrias de Transformação","#314b6b"
"Fabricação de obras de caldeiraria pesada","12336","1430","11.592088197146563","47.78274967574575","Indústrias de Transformação","#314b6b"
"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central","6475","819","12.64864864864865","45.57657657657657","Indústrias de Transformação","#314b6b"
"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos","2882","381","13.21998612074948","46.01966227157068","Indústrias de Transformação","#314b6b"
"Produção de forjados de aço e de metais não-ferrosos e suas ligas","4792","362","7.554257095158598","45.36171396772395","Indústrias de Transformação","#314b6b"
"Produção de artefatos estampados de metal","25275","2736","10.82492581602374","45.68712166172115","Indústrias de Transformação","#314b6b"
"Serviços de usinagem, solda, tratamento e revestimento em metais","42589","4463","10.47923172650215","45.96946003271572","Indústrias de Transformação","#314b6b"
"Fabricação de artigos de cutelaria","8004","388","4.847576211894053","46.02840246543392","Indústrias de Transformação","#314b6b"
"Fabricação de artigos de serralheria, exceto esquadrias","30464","4038","13.25498949579832","44.9123993347339","Indústrias de Transformação","#314b6b"
"Fabricação de ferramentas","21234","2066","9.729678816991617","44.894179146651645","Indústrias de Transformação","#314b6b"
"Fabricação de equipamento bélico pesado, armas de fogo e munições","7531","436","5.789403797636436","47.55729650776789","Indústrias de Transformação","#314b6b"
"Fabricação de embalagens metálicas","18016","1086","6.0279751332149205","47.913428804026076","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de trefilados de metal","24478","3021","12.34169458289076","46.44727238064108","Indústrias de Transformação","#314b6b"
"Fabricação de artigos de metal para uso doméstico e pessoal","20437","1901","9.301756617898908","45.58826311754818","Indústrias de Transformação","#314b6b"
"Fabricação de produtos de metal não especificados anteriormente","81489","9120","11.191694584545154","46.04555216041426","Indústrias de Transformação","#314b6b"
"Fabricação de componentes eletrônicos","29655","2673","9.013657056145675","45.58207160119153","Indústrias de Transformação","#314b6b"
"Fabricação de equipamentos de informática","9233","1131","12.249539694573812","46.59009350518069","Indústrias de Transformação","#314b6b"
"Fabricação de periféricos para equipamentos de informática","24795","1793","7.231296632385561","45.2856758755125","Indústrias de Transformação","#314b6b"
"Fabricação de equipamentos transmissores de comunicação","6257","718","11.475147834425444","46.841244472857035","Indústrias de Transformação","#314b6b"
"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação","9976","981","9.833600641539695","46.0737770649559","Indústrias de Transformação","#314b6b"
"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo","11131","1003","9.010870541730302","46.05531099332194","Indústrias de Transformação","#314b6b"
"Fabricação de aparelhos e equipamentos de medida, teste e controle","17931","2473","13.791757291840945","46.664361534028544","Indústrias de Transformação","#314b6b"
"Fabricação de cronômetros e relógios","2335","342","14.646680942184155","47.78915060670949","Indústrias de Transformação","#314b6b"
"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação","5491","814","14.824257876525223","47.415285618891446","Indústrias de Transformação","#314b6b"
"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos","1585","219","13.817034700315459","47.06288117770767","Indústrias de Transformação","#314b6b"
"Fabricação de mídias virgens, magnéticas e ópticas","25","5","20","52.57333333333335","Indústrias de Transformação","#314b6b"
"Fabricação de geradores, transformadores e motores elétricos","30193","1894","6.272977180141092","45.107685004250435","Indústrias de Transformação","#314b6b"
"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores","2106","104","4.938271604938271","44.578664134219686","Indústrias de Transformação","#314b6b"
"Fabricação de baterias e acumuladores para veículos automotores","8424","559","6.635802469135803","45.026867679645434","Indústrias de Transformação","#314b6b"
"Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica","18270","1839","10.065681444991789","47.86458675424193","Indústrias de Transformação","#314b6b"
"Fabricação de material elétrico para instalações em circuito de consumo","8096","813","10.04199604743083","45.98361330698286","Indústrias de Transformação","#314b6b"
"Fabricação de fios, cabos e condutores elétricos isolados","21556","1622","7.524587121915012","47.487180676687025","Indústrias de Transformação","#314b6b"
"Fabricação de lâmpadas e outros equipamentos de iluminação","9659","1280","13.251889429547573","46.65969562066467","Indústrias de Transformação","#314b6b"
"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico","28930","1619","5.596266851019703","45.45500633713557","Indústrias de Transformação","#314b6b"
"Fabricação de aparelhos eletrodomésticos não especificados anteriormente","18551","1327","7.153253193897903","46.02249654106696","Indústrias de Transformação","#314b6b"
"Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente","25952","2881","11.101263871763255","46.29982274969182","Indústrias de Transformação","#314b6b"
"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários","5397","453","8.393551973318509","46.55104687789511","Indústrias de Transformação","#314b6b"
